H	K	L	2THETA	D-VALUE	MULT	INTENSITY
0	3	2	66.11	1.4133	2	8.9
0	3	-2	66.11	1.4133	2	8.9
3	0	-2	66.11	1.4133	2	8.9
0	1	-5	67.37	1.3900	2	0.8
1	0	5	67.37	1.3900	2	0.8
0	1	5	67.37	1.3900	2	0.8
1	0	-5	67.37	1.3900	2	0.8
1	-1	5	67.37	1.3900	2	0.8
1	-1	-5	67.37	1.3900	2	0.8
4	-2	0	70.98	1.3278	2	9.8
2	-4	0	70.98	1.3278	2	9.8
2	2	0	70.98	1.3278	2	9.8
4	-2	-1	72.33	1.3063	2	49.1
2	-4	-1	72.33	1.3063	2	12.6
4	-2	1	72.33	1.3063	2	12.6
2	-4	1	72.33	1.3063	2	49.1
2	2	-1	72.33	1.3063	2	12.6
2	2	1	72.33	1.3063	2	49.1
3	-3	-3	72.96	1.2967	2	4.5
3	-3	3	72.96	1.2967	2	4.5
3	0	-3	72.96	1.2967	2	4.5
0	3	-3	72.96	1.2967	2	4.5
0	3	3	72.96	1.2967	2	4.5
3	0	3	72.96	1.2967	2	4.5
1	-2	5	74.19	1.2781	2	39.9
2	-1	-5	74.19	1.2781	2	39.9
1	1	-5	74.19	1.2781	2	4.7
1	1	5	74.19	1.2781	2	39.9
2	-1	5	74.19	1.2781	2	4.7
1	-2	-5	74.19	1.2781	2	4.7
4	-3	0	74.36	1.2757	2	1.9
3	-4	0	74.36	1.2757	2	1.9
4	-1	0	74.36	1.2757	2	1.9
1	-4	0	74.36	1.2757	2	1.9
3	1	0	74.36	1.2757	2	1.9
1	3	0	74.36	1.2757	2	1.9
3	-1	-4	75.58	1.2580	2	0.6
1	-3	4	75.58	1.2580	2	0.6
2	1	-4	75.58	1.2580	2	0.9
3	-2	-4	75.58	1.2580	2	0.6
2	-3	-4	75.58	1.2580	2	0.9
3	-2	4	75.58	1.2580	2	0.9
1	2	-4	75.58	1.2580	2	0.9
2	-3	4	75.58	1.2580	2	0.6
3	-1	4	75.58	1.2580	2	0.9
1	-3	-4	75.58	1.2580	2	0.9
1	2	4	75.58	1.2580	2	0.6
2	1	4	75.58	1.2580	2	0.6
4	-3	-1	75.68	1.2566	2	2.1
3	-4	1	75.68	1.2566	2	2.1
3	-4	-1	75.68	1.2566	2	2.2
4	-3	1	75.68	1.2566	2	2.2
1	-4	-1	75.68	1.2566	2	2.2
4	-1	-1	75.68	1.2566	2	2.1
4	-1	1	75.68	1.2566	2	2.2
1	-4	1	75.68	1.2566	2	2.1
1	3	-1	75.68	1.2566	2	2.2
1	3	1	75.68	1.2566	2	2.1
3	1	-1	75.68	1.2566	2	2.2
3	1	1	75.68	1.2566	2	2.1
4	-2	-2	76.33	1.2476	2	4.8
2	-4	2	76.33	1.2476	2	4.8
4	-2	2	76.33	1.2476	2	10.5
2	2	-2	76.33	1.2476	2	10.5
2	-4	-2	76.33	1.2476	2	10.5
2	2	2	76.33	1.2476	2	4.8
0	2	-5	77.51	1.2315	2	4.3
2	0	-5	77.51	1.2315	2	4.3
2	-2	5	77.51	1.2315	2	4.3
2	-2	-5	77.51	1.2315	2	4.3
2	0	5	77.51	1.2315	2	4.3
0	2	5	77.51	1.2315	2	4.3
0	0	6	78.75	1.2151	2	16.1
4	-3	-2	79.62	1.2041	2	1.5
4	-3	2	79.62	1.2041	2	1.1
3	-4	-2	79.62	1.2041	2	1.1
3	-4	2	79.62	1.2041	2	1.5
4	-1	-2	79.62	1.2041	2	1.5
1	-4	2	79.62	1.2041	2	1.5
1	-4	-2	79.62	1.2041	2	1.1
4	-1	2	79.62	1.2041	2	1.1
1	3	2	79.62	1.2041	2	1.5
1	3	-2	79.62	1.2041	2	1.1
3	1	2	79.62	1.2041	2	1.5
3	1	-2	79.62	1.2041	2	1.1
0	1	-6	82.02	1.1748	2	0.4
0	1	6	82.02	1.1748	2	0.4
1	0	6	82.02	1.1748	2	0.4
1	-1	6	82.02	1.1748	2	0.4
1	0	-6	82.02	1.1748	2	0.4
1	-1	-6	82.02	1.1748	2	0.4
3	-3	4	82.15	1.1733	2	2.3
0	3	-4	82.15	1.1733	2	2.3
3	-3	-4	82.15	1.1733	2	2.3
3	0	-4	82.15	1.1733	2	2.3
0	3	4	82.15	1.1733	2	2.3
3	0	4	82.15	1.1733	2	2.3
4	-2	-3	82.84	1.1652	2	31.0
2	-4	-3	82.84	1.1652	2	0.7
4	-2	3	82.84	1.1652	2	0.7
2	-4	3	82.84	1.1652	2	31.0
2	2	3	82.84	1.1652	2	31.0
2	2	-3	82.84	1.1652	2	0.7
4	-4	0	84.20	1.1499	2	0.1
4	0	0	84.20	1.1499	2	0.1
0	4	0	84.20	1.1499	2	0.1
4	-4	1	85.48	1.1358	2	0.2
4	-4	-1	85.48	1.1358	2	0.2
4	0	-1	85.48	1.1358	2	0.2
0	4	-1	85.48	1.1358	2	0.2
4	0	1	85.48	1.1358	2	0.2
0	4	1	85.48	1.1358	2	0.2
3	-4	3	86.08	1.1295	2	0.8
3	-4	-3	86.08	1.1295	2	0.8
4	-3	3	86.08	1.1295	2	0.8
4	-3	-3	86.08	1.1295	2	0.8
1	-4	3	86.08	1.1295	2	0.8
4	-1	-3	86.08	1.1295	2	0.8
4	-1	3	86.08	1.1295	2	0.8
3	1	-3	86.08	1.1295	2	0.8
1	3	-3	86.08	1.1295	2	0.8
1	-4	-3	86.08	1.1295	2	0.8
1	3	3	86.08	1.1295	2	0.8
3	1	3	86.08	1.1295	2	0.8
3	-2	-5	87.27	1.1172	2	0.4
2	-3	5	87.27	1.1172	2	0.4
1	-3	5	87.27	1.1172	2	0.4
3	-1	-5	87.27	1.1172	2	0.4
2	1	-5	87.27	1.1172	2	0.5
1	2	-5	87.27	1.1172	2	0.5
1	-3	-5	87.27	1.1172	2	0.5
3	-1	5	87.27	1.1172	2	0.5
1	2	5	87.27	1.1172	2	0.4
2	1	5	87.27	1.1172	2	0.4
2	-3	-5	87.27	1.1172	2	0.5
3	-2	5	87.27	1.1172	2	0.5
1	-2	6	88.48	1.1049	2	1.7
2	-1	-6	88.48	1.1049	2	1.7
1	1	6	88.48	1.1049	2	1.7
1	1	-6	88.48	1.1049	2	7.0
2	-1	6	88.48	1.1049	2	7.0
1	-2	-6	88.48	1.1049	2	7.0
4	-4	-2	89.33	1.0966	2	0.8
4	-4	2	89.33	1.0966	2	0.8
0	4	-2	89.33	1.0966	2	0.8
4	0	-2	89.33	1.0966	2	0.8
4	0	2	89.33	1.0966	2	0.8
0	4	2	89.33	1.0966	2	0.8
2	0	-6	91.70	1.0744	2	3.3
0	2	-6	91.70	1.0744	2	3.3
0	2	6	91.70	1.0744	2	3.3
2	-2	6	91.70	1.0744	2	3.3
2	0	6	91.70	1.0744	2	3.3
2	-2	-6	91.70	1.0744	2	3.3
4	-2	-4	91.83	1.0732	2	4.8
2	-4	4	91.83	1.0732	2	4.8
2	2	-4	91.83	1.0732	2	24.1
4	-2	4	91.83	1.0732	2	24.1
2	-4	-4	91.83	1.0732	2	24.1
2	2	4	91.83	1.0732	2	4.8
3	0	-5	93.71	1.0566	2	11.3
3	-3	5	93.71	1.0566	2	11.3
0	3	-5	93.71	1.0566	2	11.3
3	-3	-5	93.71	1.0566	2	11.3
3	0	5	93.71	1.0566	2	11.3
0	3	5	93.71	1.0566	2	11.3
5	-2	0	93.87	1.0552	2	1.3
2	-5	0	93.87	1.0552	2	1.3
5	-3	0	93.87	1.0552	2	1.3
3	-5	0	93.87	1.0552	2	1.3
2	3	0	93.87	1.0552	2	1.3
3	2	0	93.87	1.0552	2	1.3
3	-4	4	95.06	1.0451	2	0.6
4	-3	-4	95.06	1.0451	2	0.6
1	-4	4	95.06	1.0451	2	0.6
4	-1	-4	95.06	1.0451	2	0.6
4	-3	4	95.06	1.0451	2	0.4
1	3	-4	95.06	1.0451	2	0.4
3	-4	-4	95.06	1.0451	2	0.4
3	1	-4	95.06	1.0451	2	0.4
1	-4	-4	95.06	1.0451	2	0.4
4	-1	4	95.06	1.0451	2	0.4
3	1	4	95.06	1.0451	2	0.6
1	3	4	95.06	1.0451	2	0.6
3	-5	1	95.15	1.0443	2	0.9
5	-2	1	95.15	1.0443	2	1.1
5	-3	1	95.15	1.0443	2	1.1
2	-5	-1	95.15	1.0443	2	1.1
3	-5	-1	95.15	1.0443	2	1.1
2	-5	1	95.15	1.0443	2	0.9
5	-3	-1	95.15	1.0443	2	0.9
5	-2	-1	95.15	1.0443	2	0.9
2	3	-1	95.15	1.0443	2	1.1
3	2	-1	95.15	1.0443	2	1.1
2	3	1	95.15	1.0443	2	0.9
3	2	1	95.15	1.0443	2	0.9
0	0	7	95.49	1.0415	2	7.6
4	0	-3	95.75	1.0394	2	1.3
4	-4	3	95.75	1.0394	2	1.3
0	4	-3	95.75	1.0394	2	1.3
4	-4	-3	95.75	1.0394	2	1.3
4	0	3	95.75	1.0394	2	1.3
0	4	3	95.75	1.0394	2	1.3
1	0	-7	98.73	1.0158	2	0.3
0	1	-7	98.73	1.0158	2	0.3
1	-1	7	98.73	1.0158	2	0.3
1	0	7	98.73	1.0158	2	0.3
0	1	7	98.73	1.0158	2	0.3
1	-1	-7	98.73	1.0158	2	0.3
3	-5	2	99.03	1.0136	2	1.0
2	-5	-2	99.03	1.0136	2	0.9
3	-5	-2	99.03	1.0136	2	0.9
5	-2	2	99.03	1.0136	2	0.9
5	-3	-2	99.03	1.0136	2	1.0
5	-2	-2	99.03	1.0136	2	1.0
5	-3	2	99.03	1.0136	2	0.9
2	-5	2	99.03	1.0136	2	1.0
2	3	2	99.03	1.0136	2	1.0
3	2	2	99.03	1.0136	2	1.0
2	3	-2	99.03	1.0136	2	0.9
3	2	-2	99.03	1.0136	2	0.9
