H	K	L	2THETA	D-VALUE	MULT	INTENSITY
13	-1	5	72.24	1.3078	2	0.1
4	3	-5	72.25	1.3076	2	0.3
4	-3	-5	72.25	1.3076	2	0.3
20	5	2	72.28	1.3071	2	0.0
20	-5	2	72.28	1.3071	2	0.0
5	7	0	72.32	1.3066	2	0.1
5	-7	0	72.32	1.3066	2	0.1
14	-4	-4	72.32	1.3065	2	0.0
14	4	-4	72.32	1.3065	2	0.0
25	4	-2	72.33	1.3064	2	0.0
25	-4	-2	72.33	1.3064	2	0.0
26	2	3	72.34	1.3061	2	0.0
26	-2	3	72.34	1.3061	2	0.0
3	-3	5	72.35	1.3060	2	0.1
3	3	5	72.35	1.3060	2	0.1
31	-1	-2	72.37	1.3057	2	0.0
31	1	-2	72.37	1.3057	2	0.0
28	-3	-2	72.43	1.3049	2	0.2
28	3	-2	72.43	1.3049	2	0.2
13	-4	4	72.43	1.3048	2	0.0
13	4	4	72.43	1.3048	2	0.0
27	-4	-1	72.43	1.3048	2	0.0
27	4	-1	72.43	1.3048	2	0.0
33	-1	0	72.43	1.3048	2	0.0
33	1	0	72.43	1.3048	2	0.0
23	-5	-1	72.43	1.3048	2	0.0
23	5	-1	72.43	1.3048	2	0.0
14	0	5	72.48	1.3041	2	0.9
32	-2	0	72.48	1.3040	2	0.5
32	2	0	72.48	1.3040	2	0.5
12	2	-5	72.50	1.3038	2	0.2
12	-2	-5	72.50	1.3038	2	0.2
15	5	3	72.50	1.3037	2	0.0
15	-5	3	72.50	1.3037	2	0.0
19	3	-4	72.50	1.3037	2	0.1
19	-3	-4	72.50	1.3037	2	0.1
5	3	-5	72.54	1.3031	2	0.2
5	-3	-5	72.54	1.3031	2	0.2
30	2	-2	72.59	1.3023	2	0.0
30	-2	-2	72.59	1.3023	2	0.0
13	6	2	72.59	1.3023	2	0.0
13	-6	2	72.59	1.3023	2	0.0
33	0	-1	72.61	1.3021	2	17.6
17	-6	-1	72.61	1.3020	2	12.5
17	6	-1	72.61	1.3020	2	12.5
18	-3	4	72.65	1.3014	2	0.0
18	3	4	72.65	1.3014	2	0.0
4	3	5	72.67	1.3011	2	0.3
4	-3	5	72.67	1.3011	2	0.3
24	-3	3	72.68	1.3009	2	1.8
24	3	3	72.68	1.3009	2	1.8
27	2	-3	72.69	1.3008	2	0.0
27	-2	-3	72.69	1.3008	2	0.0
16	5	-3	72.70	1.3006	2	0.0
16	-5	-3	72.70	1.3006	2	0.0
0	6	-3	72.71	1.3004	2	4.3
0	6	3	72.71	1.3004	2	4.3
1	6	-3	72.72	1.3003	2	2.3
1	-6	-3	72.72	1.3003	2	2.3
0	7	-1	72.73	1.3002	2	0.0
0	7	1	72.73	1.3002	2	0.0
6	7	0	72.73	1.3001	2	0.0
6	-7	0	72.73	1.3001	2	0.0
1	7	-1	72.75	1.2998	2	0.0
1	-7	-1	72.75	1.2998	2	0.0
18	-6	0	72.76	1.2998	2	0.5
18	6	0	72.76	1.2998	2	0.5
1	-7	1	72.77	1.2995	2	0.0
1	7	1	72.77	1.2995	2	0.0
1	6	3	72.78	1.2993	2	2.2
1	-6	3	72.78	1.2993	2	2.2
2	6	-3	72.80	1.2990	2	0.2
2	-6	-3	72.80	1.2990	2	0.2
11	-2	5	72.82	1.2987	2	0.0
11	2	5	72.82	1.2987	2	0.0
31	0	2	72.83	1.2987	2	1.3
22	2	-4	72.85	1.2983	2	0.1
22	-2	-4	72.85	1.2983	2	0.1
2	7	-1	72.86	1.2982	2	0.0
2	-7	-1	72.86	1.2982	2	0.0
15	-1	-5	72.89	1.2977	2	0.0
15	1	-5	72.89	1.2977	2	0.0
2	-7	1	72.90	1.2976	2	0.0
2	7	1	72.90	1.2976	2	0.0
24	0	-4	72.90	1.2975	2	0.0
6	3	-5	72.90	1.2975	2	1.5
6	-3	-5	72.90	1.2975	2	1.5
23	5	1	72.91	1.2974	2	0.0
23	-5	1	72.91	1.2974	2	0.0
2	6	3	72.93	1.2971	2	0.5
2	-6	3	72.93	1.2971	2	0.5
3	-6	-3	72.96	1.2966	2	0.0
3	6	-3	72.96	1.2966	2	0.0
17	6	1	72.97	1.2965	2	0.1
17	-6	1	72.97	1.2965	2	0.1
21	-5	-2	72.97	1.2964	2	0.0
21	5	-2	72.97	1.2964	2	0.0
27	-4	1	72.99	1.2962	2	0.0
27	4	1	72.99	1.2962	2	0.0
25	-3	-3	73.00	1.2961	2	4.1
25	3	-3	73.00	1.2961	2	4.1
30	3	-1	73.01	1.2958	2	0.1
30	-3	-1	73.01	1.2958	2	0.1
1	-5	-4	73.01	1.2958	2	0.0
1	5	-4	73.01	1.2958	2	0.0
21	-2	4	73.02	1.2958	2	0.5
21	2	4	73.02	1.2958	2	0.5
0	5	-4	73.02	1.2958	2	0.0
0	5	4	73.02	1.2958	2	0.0
3	7	-1	73.03	1.2955	2	0.0
3	-7	-1	73.03	1.2955	2	0.0
14	6	-2	73.05	1.2953	2	0.9
14	-6	-2	73.05	1.2953	2	0.9
5	3	5	73.06	1.2951	2	1.7
5	-3	5	73.06	1.2951	2	1.7
23	0	4	73.08	1.2947	2	0.2
2	-5	-4	73.08	1.2947	2	0.0
2	5	-4	73.08	1.2947	2	0.0
24	5	0	73.09	1.2947	2	1.2
24	-5	0	73.09	1.2947	2	1.2
1	5	4	73.10	1.2946	2	0.0
1	-5	4	73.10	1.2946	2	0.0
3	7	1	73.10	1.2945	2	0.0
3	-7	1	73.10	1.2945	2	0.0
28	0	3	73.15	1.2938	2	0.0
3	-6	3	73.15	1.2938	2	0.0
3	6	3	73.15	1.2938	2	0.0
16	0	-5	73.18	1.2933	2	0.2
4	-6	-3	73.19	1.2931	2	0.0
4	6	-3	73.19	1.2931	2	0.0
7	7	0	73.22	1.2927	2	0.5
7	-7	0	73.22	1.2927	2	0.5
3	-5	-4	73.23	1.2925	2	0.0
3	5	-4	73.23	1.2925	2	0.0
2	5	4	73.25	1.2922	2	0.0
2	-5	4	73.25	1.2922	2	0.0
4	7	-1	73.29	1.2916	2	0.0
4	-7	-1	73.29	1.2916	2	0.0
33	0	1	73.29	1.2916	2	18.4
14	1	5	73.31	1.2913	2	0.0
14	-1	5	73.31	1.2913	2	0.0
21	4	3	73.33	1.2910	2	0.0
21	-4	3	73.33	1.2910	2	0.0
7	3	-5	73.34	1.2908	2	1.0
7	-3	-5	73.34	1.2908	2	1.0
25	4	2	73.37	1.2904	2	0.0
25	-4	2	73.37	1.2904	2	0.0
4	-7	1	73.37	1.2904	2	0.0
4	7	1	73.37	1.2904	2	0.0
15	-4	-4	73.37	1.2903	2	0.0
15	4	-4	73.37	1.2903	2	0.0
13	-2	-5	73.38	1.2902	2	0.4
13	2	-5	73.38	1.2902	2	0.4
28	-4	0	73.43	1.2895	2	0.0
28	4	0	73.43	1.2895	2	0.0
33	-1	-1	73.44	1.2894	2	0.0
33	1	-1	73.44	1.2894	2	0.0
4	6	3	73.44	1.2893	2	0.1
4	-6	3	73.44	1.2893	2	0.1
4	-5	-4	73.45	1.2892	2	0.0
4	5	-4	73.45	1.2892	2	0.0
3	-5	4	73.48	1.2887	2	0.0
3	5	4	73.48	1.2887	2	0.0
14	4	4	73.49	1.2886	2	0.0
14	-4	4	73.49	1.2886	2	0.0
32	-2	-1	73.50	1.2885	2	0.2
32	2	-1	73.50	1.2885	2	0.2
5	6	-3	73.50	1.2884	2	0.1
5	-6	-3	73.50	1.2884	2	0.1
29	0	-3	73.51	1.2882	2	0.2
6	-3	5	73.53	1.2881	2	13.7
6	3	5	73.53	1.2881	2	13.7
28	-3	2	73.59	1.2871	2	0.0
28	3	2	73.59	1.2871	2	0.0
22	-4	-3	73.61	1.2868	2	0.1
22	4	-3	73.61	1.2868	2	0.1
5	7	-1	73.62	1.2867	2	0.0
5	-7	-1	73.62	1.2867	2	0.0
15	0	5	73.62	1.2867	2	2.1
14	-6	2	73.63	1.2865	2	0.0
14	6	2	73.63	1.2865	2	0.0
30	3	1	73.63	1.2864	2	0.2
30	-3	1	73.63	1.2864	2	0.2
31	-1	2	73.66	1.2861	2	0.0
31	1	2	73.66	1.2861	2	0.0
16	5	3	73.70	1.2855	2	0.0
16	-5	3	73.70	1.2855	2	0.0
5	-7	1	73.72	1.2852	2	0.1
5	7	1	73.72	1.2852	2	0.1
24	-1	-4	73.73	1.2850	2	0.0
24	1	-4	73.73	1.2850	2	0.0
12	2	5	73.74	1.2848	2	0.4
12	-2	5	73.74	1.2848	2	0.4
5	-5	-4	73.75	1.2847	2	0.0
5	5	-4	73.75	1.2847	2	0.0
4	-5	4	73.78	1.2842	2	0.0
4	5	4	73.78	1.2842	2	0.0
8	7	0	73.78	1.2842	2	0.5
8	-7	0	73.78	1.2842	2	0.5
5	6	3	73.81	1.2838	2	0.0
5	-6	3	73.81	1.2838	2	0.0
30	2	2	73.84	1.2834	2	0.0
30	-2	2	73.84	1.2834	2	0.0
21	-5	2	73.84	1.2833	2	0.0
21	5	2	73.84	1.2833	2	0.0
8	3	-5	73.85	1.2832	2	0.5
8	-3	-5	73.85	1.2832	2	0.5
6	-6	-3	73.88	1.2827	2	0.0
6	6	-3	73.88	1.2827	2	0.0
32	0	-2	73.89	1.2826	2	24.3
17	-5	-3	73.91	1.2823	2	0.0
17	5	-3	73.91	1.2823	2	0.0
23	-1	4	73.91	1.2822	2	0.4
23	1	4	73.91	1.2822	2	0.4
18	6	-1	73.92	1.2822	2	2.0
18	-6	-1	73.92	1.2822	2	2.0
20	3	-4	73.93	1.2820	2	0.1
20	-3	-4	73.93	1.2820	2	0.1
28	1	3	73.98	1.2813	2	0.1
28	-1	3	73.98	1.2813	2	0.1
16	-1	-5	74.01	1.2809	2	0.0
16	1	-5	74.01	1.2809	2	0.0
6	-7	-1	74.02	1.2807	2	0.1
6	7	-1	74.02	1.2807	2	0.1
7	3	5	74.06	1.2800	2	25.8
7	-3	5	74.06	1.2800	2	25.8
19	-3	4	74.08	1.2798	2	0.0
19	3	4	74.08	1.2798	2	0.0
15	6	-2	74.12	1.2792	2	1.8
15	-6	-2	74.12	1.2792	2	1.8
34	0	0	74.12	1.2792	2	12.1
6	-5	-4	74.12	1.2792	2	0.0
6	5	-4	74.12	1.2792	2	0.0
33	1	1	74.12	1.2792	2	0.0
33	-1	1	74.12	1.2792	2	0.0
6	-7	1	74.14	1.2789	2	0.0
6	7	1	74.14	1.2789	2	0.0
19	6	0	74.15	1.2788	2	0.4
19	-6	0	74.15	1.2788	2	0.4
32	2	1	74.16	1.2786	2	0.0
32	-2	1	74.16	1.2786	2	0.0
5	-5	4	74.16	1.2786	2	0.0
5	5	4	74.16	1.2786	2	0.0
24	-5	-1	74.19	1.2782	2	0.1
24	5	-1	74.19	1.2782	2	0.1
26	-4	-2	74.22	1.2777	2	0.0
26	4	-2	74.22	1.2777	2	0.0
6	-6	3	74.25	1.2772	2	0.1
6	6	3	74.25	1.2772	2	0.1
31	3	0	74.26	1.2770	2	0.0
31	-3	0	74.26	1.2770	2	0.0
18	-6	1	74.29	1.2767	2	3.2
18	6	1	74.29	1.2767	2	3.2
7	6	-3	74.34	1.2760	2	0.1
7	-6	-3	74.34	1.2760	2	0.1
29	1	-3	74.34	1.2759	2	0.0
29	-1	-3	74.34	1.2759	2	0.0
14	2	-5	74.35	1.2759	2	1.1
14	-2	-5	74.35	1.2759	2	1.1
17	0	-5	74.36	1.2756	2	25.5
27	-2	3	74.37	1.2755	2	0.0
27	2	3	74.37	1.2755	2	0.0
9	7	0	74.42	1.2748	2	3.3
9	-7	0	74.42	1.2748	2	3.3
9	3	-5	74.44	1.2745	2	4.2
9	-3	-5	74.44	1.2745	2	4.2
15	-1	5	74.45	1.2744	2	0.1
15	1	5	74.45	1.2744	2	0.1
28	4	-1	74.48	1.2738	2	0.0
28	-4	-1	74.48	1.2738	2	0.0
7	7	-1	74.49	1.2737	2	0.0
7	-7	-1	74.49	1.2737	2	0.0
16	-4	-4	74.49	1.2737	2	0.6
16	4	-4	74.49	1.2737	2	0.6
23	-2	-4	74.50	1.2737	2	0.0
23	2	-4	74.50	1.2737	2	0.0
29	-3	-2	74.55	1.2729	2	0.1
29	3	-2	74.55	1.2729	2	0.1
25	3	3	74.55	1.2729	2	0.1
25	-3	3	74.55	1.2729	2	0.1
7	-5	-4	74.56	1.2727	2	0.2
7	5	-4	74.56	1.2727	2	0.2
22	-5	-2	74.57	1.2726	2	0.0
22	5	-2	74.57	1.2726	2	0.0
15	4	4	74.61	1.2719	2	0.0
15	-4	4	74.61	1.2719	2	0.0
6	-5	4	74.61	1.2719	2	0.1
6	5	4	74.61	1.2719	2	0.1
7	-7	1	74.64	1.2716	2	0.4
7	7	1	74.64	1.2716	2	0.4
22	-2	4	74.67	1.2711	2	0.3
22	2	4	74.67	1.2711	2	0.3
8	-3	5	74.68	1.2710	2	0.9
8	3	5	74.68	1.2710	2	0.9
24	5	1	74.68	1.2709	2	0.5
24	-5	1	74.68	1.2709	2	0.5
25	0	-4	74.70	1.2707	2	0.1
32	1	-2	74.71	1.2705	2	0.0
32	-1	-2	74.71	1.2705	2	0.0
28	2	-3	74.72	1.2704	2	0.0
28	-2	-3	74.72	1.2704	2	0.0
13	-2	5	74.73	1.2703	2	0.3
13	2	5	74.73	1.2703	2	0.3
15	-6	2	74.74	1.2702	2	3.4
15	6	2	74.74	1.2702	2	3.4
7	6	3	74.77	1.2697	2	0.0
7	-6	3	74.77	1.2697	2	0.0
16	0	5	74.83	1.2688	2	1.8
31	-2	-2	74.86	1.2684	2	0.1
31	2	-2	74.86	1.2684	2	0.1
8	-6	-3	74.87	1.2683	2	0.1
8	6	-3	74.87	1.2683	2	0.1
26	3	-3	74.88	1.2681	2	0.7
26	-3	-3	74.88	1.2681	2	0.7
24	0	4	74.89	1.2680	2	0.0
33	-2	0	74.92	1.2675	2	0.4
33	2	0	74.92	1.2675	2	0.4
25	5	0	74.92	1.2674	2	0.1
25	-5	0	74.92	1.2674	2	0.1
34	-1	0	74.94	1.2672	2	0.0
34	1	0	74.94	1.2672	2	0.0
17	5	3	74.96	1.2669	2	0.0
17	-5	3	74.96	1.2669	2	0.0
22	-4	3	74.97	1.2668	2	0.0
22	4	3	74.97	1.2668	2	0.0
8	7	-1	75.04	1.2657	2	3.0
8	-7	-1	75.04	1.2657	2	3.0
28	-4	1	75.06	1.2655	2	0.0
28	4	1	75.06	1.2655	2	0.0
8	-5	-4	75.08	1.2652	2	1.3
8	5	-4	75.08	1.2652	2	1.3
10	3	-5	75.09	1.2650	2	0.9
10	-3	-5	75.09	1.2650	2	0.9
34	0	-1	75.11	1.2648	2	11.5
10	7	0	75.13	1.2645	2	0.0
10	-7	0	75.13	1.2645	2	0.0
7	-5	4	75.14	1.2643	2	0.1
7	5	4	75.14	1.2643	2	0.1
18	-5	-3	75.19	1.2637	2	0.0
18	5	-3	75.19	1.2637	2	0.0
17	1	-5	75.19	1.2637	2	0.0
17	-1	-5	75.19	1.2637	2	0.0
32	0	2	75.21	1.2634	2	7.8
8	-7	1	75.21	1.2634	2	1.3
8	7	1	75.21	1.2634	2	1.3
16	-6	-2	75.25	1.2627	2	13.1
16	6	-2	75.25	1.2627	2	13.1
23	4	-3	75.26	1.2627	2	0.0
23	-4	-3	75.26	1.2627	2	0.0
31	3	-1	75.28	1.2623	2	0.0
31	-3	-1	75.28	1.2623	2	0.0
19	6	-1	75.29	1.2622	2	0.6
19	-6	-1	75.29	1.2622	2	0.6
26	-4	2	75.29	1.2621	2	0.0
26	4	2	75.29	1.2621	2	0.0
29	0	3	75.31	1.2619	2	0.0
8	-6	3	75.36	1.2612	2	0.1
8	6	3	75.36	1.2612	2	0.1
9	-3	5	75.36	1.2612	2	15.7
9	3	5	75.36	1.2612	2	15.7
15	2	-5	75.38	1.2610	2	1.6
15	-2	-5	75.38	1.2610	2	1.6
21	3	-4	75.42	1.2604	2	0.1
21	-3	-4	75.42	1.2604	2	0.1
9	6	-3	75.47	1.2596	2	0.0
9	-6	-3	75.47	1.2596	2	0.0
22	-5	2	75.47	1.2596	2	0.0
22	5	2	75.47	1.2596	2	0.0
25	1	-4	75.52	1.2589	2	0.8
25	-1	-4	75.52	1.2589	2	0.8
29	4	0	75.56	1.2583	2	0.0
29	-4	0	75.56	1.2583	2	0.0
20	3	4	75.58	1.2581	2	0.1
20	-3	4	75.58	1.2581	2	0.1
20	-6	0	75.60	1.2578	2	0.1
20	6	0	75.60	1.2578	2	0.1
18	0	-5	75.61	1.2576	2	7.5
16	-1	5	75.65	1.2570	2	0.0
16	1	5	75.65	1.2570	2	0.0
9	7	-1	75.66	1.2569	2	0.2
9	-7	-1	75.66	1.2569	2	0.2
9	5	-4	75.67	1.2567	2	0.0
9	-5	-4	75.67	1.2567	2	0.0
19	-6	1	75.68	1.2567	2	0.3
19	6	1	75.68	1.2567	2	0.3
17	-4	-4	75.68	1.2566	2	1.0
17	4	-4	75.68	1.2566	2	1.0
30	0	-3	75.69	1.2566	2	2.4
24	1	4	75.71	1.2562	2	0.4
24	-1	4	75.71	1.2562	2	0.4
29	3	2	75.74	1.2558	2	0.0
29	-3	2	75.74	1.2558	2	0.0
8	5	4	75.74	1.2558	2	0.1
8	-5	4	75.74	1.2558	2	0.1
14	-2	5	75.78	1.2552	2	1.4
14	2	5	75.78	1.2552	2	1.4
34	0	1	75.80	1.2549	2	0.1
16	-4	4	75.81	1.2548	2	0.5
16	4	4	75.81	1.2548	2	0.5
11	3	-5	75.82	1.2546	2	0.0
11	-3	-5	75.82	1.2546	2	0.0
9	7	1	75.85	1.2543	2	2.8
9	-7	1	75.85	1.2543	2	2.8
16	-6	2	75.91	1.2534	2	7.8
16	6	2	75.91	1.2534	2	7.8
11	7	0	75.91	1.2534	2	0.4
11	-7	0	75.91	1.2534	2	0.4
33	2	-1	75.91	1.2534	2	1.2
33	-2	-1	75.91	1.2534	2	1.2
31	3	1	75.92	1.2533	2	0.0
31	-3	1	75.92	1.2533	2	0.0
34	-1	-1	75.93	1.2531	2	0.0
34	1	-1	75.93	1.2531	2	0.0
25	-5	-1	76.00	1.2521	2	2.2
25	5	-1	76.00	1.2521	2	2.2
9	-6	3	76.02	1.2518	2	0.0
9	6	3	76.02	1.2518	2	0.0
32	1	2	76.03	1.2518	2	0.0
32	-1	2	76.03	1.2518	2	0.0
17	0	5	76.11	1.2506	2	4.3
10	3	5	76.12	1.2505	2	7.6
10	-3	5	76.12	1.2505	2	7.6
29	1	3	76.13	1.2503	2	0.0
29	-1	3	76.13	1.2503	2	0.0
31	2	2	76.13	1.2503	2	0.1
31	-2	2	76.13	1.2503	2	0.1
10	6	-3	76.14	1.2502	2	0.1
10	-6	-3	76.14	1.2502	2	0.1
27	4	-2	76.18	1.2497	2	0.0
27	-4	-2	76.18	1.2497	2	0.0
24	2	-4	76.20	1.2493	2	0.0
24	-2	-4	76.20	1.2493	2	0.0
23	-5	-2	76.22	1.2491	2	0.0
23	5	-2	76.22	1.2491	2	0.0
33	0	-2	76.29	1.2481	2	0.1
18	-5	3	76.29	1.2481	2	0.0
18	5	3	76.29	1.2481	2	0.0
10	-5	-4	76.34	1.2474	2	0.2
10	5	-4	76.34	1.2474	2	0.2
10	7	-1	76.36	1.2472	2	0.2
10	-7	-1	76.36	1.2472	2	0.2
23	2	4	76.38	1.2468	2	0.1
23	-2	4	76.38	1.2468	2	0.1
9	5	4	76.41	1.2464	2	0.3
9	-5	4	76.41	1.2464	2	0.3
18	1	-5	76.43	1.2461	2	0.0
18	-1	-5	76.43	1.2461	2	0.0
28	-2	3	76.44	1.2460	2	0.0
28	2	3	76.44	1.2460	2	0.0
17	-6	-2	76.46	1.2458	2	1.0
17	6	-2	76.46	1.2458	2	1.0
16	-2	-5	76.47	1.2456	2	0.2
16	2	-5	76.47	1.2456	2	0.2
26	3	3	76.48	1.2455	2	1.8
26	-3	3	76.48	1.2455	2	1.8
30	-1	-3	76.51	1.2451	2	0.0
30	1	-3	76.51	1.2451	2	0.0
25	5	1	76.51	1.2450	2	2.4
25	-5	1	76.51	1.2450	2	2.4
19	5	-3	76.53	1.2448	2	0.0
19	-5	-3	76.53	1.2448	2	0.0
26	0	-4	76.55	1.2445	2	0.1
10	-7	1	76.56	1.2443	2	0.1
10	7	1	76.56	1.2443	2	0.1
33	2	1	76.59	1.2440	2	2.7
33	-2	1	76.59	1.2440	2	2.7
29	-4	-1	76.59	1.2439	2	0.0
29	4	-1	76.59	1.2439	2	0.0
32	3	0	76.61	1.2437	2	0.1
32	-3	0	76.61	1.2437	2	0.1
12	3	-5	76.62	1.2435	2	0.1
12	-3	-5	76.62	1.2435	2	0.1
34	-1	1	76.62	1.2435	2	0.0
34	1	1	76.62	1.2435	2	0.0
23	4	3	76.67	1.2429	2	0.0
23	-4	3	76.67	1.2429	2	0.0
35	0	0	76.68	1.2427	2	0.6
30	3	-2	76.72	1.2422	2	0.0
30	-3	-2	76.72	1.2422	2	0.0
20	-6	-1	76.73	1.2421	2	0.2
20	6	-1	76.73	1.2421	2	0.2
0	7	-2	76.74	1.2419	2	0.0
0	7	2	76.74	1.2419	2	0.0
25	0	4	76.75	1.2418	2	0.1
10	-6	3	76.76	1.2417	2	0.1
10	6	3	76.76	1.2417	2	0.1
1	-7	-2	76.76	1.2416	2	0.0
1	7	-2	76.76	1.2416	2	0.0
12	7	0	76.76	1.2416	2	0.0
12	-7	0	76.76	1.2416	2	0.0
1	7	2	76.80	1.2411	2	0.0
1	-7	2	76.80	1.2411	2	0.0
29	-2	-3	76.81	1.2410	2	0.1
29	2	-3	76.81	1.2410	2	0.1
27	-3	-3	76.81	1.2409	2	0.4
27	3	-3	76.81	1.2409	2	0.4
26	-5	0	76.82	1.2408	2	2.2
26	5	0	76.82	1.2408	2	2.2
2	-7	-2	76.85	1.2404	2	0.0
2	7	-2	76.85	1.2404	2	0.0
11	-6	-3	76.89	1.2399	2	0.0
11	6	-3	76.89	1.2399	2	0.0
15	2	5	76.91	1.2396	2	0.9
15	-2	5	76.91	1.2396	2	0.9
17	-1	5	76.93	1.2394	2	0.0
17	1	5	76.93	1.2394	2	0.0
2	7	2	76.93	1.2393	2	0.0
2	-7	2	76.93	1.2393	2	0.0
19	0	-5	76.93	1.2393	2	0.1
18	4	-4	76.94	1.2392	2	0.4
18	-4	-4	76.94	1.2392	2	0.4
11	-3	5	76.95	1.2391	2	0.4
11	3	5	76.95	1.2391	2	0.4
24	4	-3	76.97	1.2388	2	0.1
24	-4	-3	76.97	1.2388	2	0.1
22	3	-4	76.97	1.2388	2	0.1
22	-3	-4	76.97	1.2388	2	0.1
3	-7	-2	77.02	1.2382	2	0.0
3	7	-2	77.02	1.2382	2	0.0
17	4	4	77.07	1.2374	2	0.0
17	-4	4	77.07	1.2374	2	0.0
11	5	-4	77.07	1.2374	2	0.3
11	-5	-4	77.07	1.2374	2	0.3
33	-1	-2	77.11	1.2369	2	0.0
33	1	-2	77.11	1.2369	2	0.0
21	6	0	77.12	1.2368	2	0.0
21	-6	0	77.12	1.2368	2	0.0
11	7	-1	77.13	1.2367	2	0.1
11	-7	-1	77.13	1.2367	2	0.1
20	-6	1	77.13	1.2366	2	0.6
20	6	1	77.13	1.2366	2	0.6
21	3	4	77.14	1.2365	2	0.0
21	-3	4	77.14	1.2365	2	0.0
3	7	2	77.14	1.2365	2	0.0
3	-7	2	77.14	1.2365	2	0.0
17	-6	2	77.15	1.2363	2	1.0
17	6	2	77.15	1.2363	2	1.0
10	5	4	77.15	1.2363	2	0.1
10	-5	4	77.15	1.2363	2	0.1
23	-5	2	77.16	1.2362	2	0.0
23	5	2	77.16	1.2362	2	0.0
32	2	-2	77.18	1.2360	2	0.1
32	-2	-2	77.18	1.2360	2	0.1
29	4	1	77.19	1.2359	2	0.0
29	-4	1	77.19	1.2359	2	0.0
4	7	-2	77.25	1.2349	2	0.1
4	-7	-2	77.25	1.2349	2	0.1
27	4	2	77.28	1.2346	2	0.0
27	-4	2	77.28	1.2346	2	0.0
11	-7	1	77.35	1.2336	2	0.5
11	7	1	77.35	1.2336	2	0.5
26	-1	-4	77.37	1.2334	2	0.0
26	1	-4	77.37	1.2334	2	0.0
34	-2	0	77.40	1.2329	2	2.8
34	2	0	77.40	1.2329	2	2.8
4	7	2	77.42	1.2327	2	0.0
4	-7	2	77.42	1.2327	2	0.0
18	0	5	77.45	1.2322	2	0.3
13	3	-5	77.50	1.2317	2	0.3
13	-3	-5	77.50	1.2317	2	0.3
35	-1	0	77.50	1.2316	2	0.0
35	1	0	77.50	1.2316	2	0.0
30	0	3	77.52	1.2313	2	0.0
11	-6	3	77.56	1.2308	2	0.1
11	6	3	77.56	1.2308	2	0.1
25	-1	4	77.56	1.2308	2	0.5
25	1	4	77.56	1.2308	2	0.5
5	7	-2	77.57	1.2307	2	0.0
5	-7	-2	77.57	1.2307	2	0.0
32	3	-1	77.61	1.2302	2	0.0
32	-3	-1	77.61	1.2302	2	0.0
1	4	-5	77.62	1.2300	2	0.0
1	-4	-5	77.62	1.2300	2	0.0
0	4	5	77.63	1.2299	2	3.4
0	4	-5	77.63	1.2299	2	3.4
33	0	2	77.63	1.2298	2	0.2
17	2	-5	77.64	1.2297	2	2.7
17	-2	-5	77.64	1.2297	2	2.7
35	0	-1	77.65	1.2296	2	0.3
2	4	-5	77.68	1.2293	2	0.9
2	-4	-5	77.68	1.2293	2	0.9
13	7	0	77.68	1.2292	2	0.1
13	-7	0	77.68	1.2292	2	0.1
19	5	3	77.69	1.2291	2	0.0
19	-5	3	77.69	1.2291	2	0.0
12	-6	-3	77.71	1.2288	2	0.1
12	6	-3	77.71	1.2288	2	0.1
1	-4	5	77.72	1.2287	2	0.0
1	4	5	77.72	1.2287	2	0.0
18	-6	-2	77.73	1.2285	2	1.7
18	6	-2	77.73	1.2285	2	1.7
30	4	0	77.74	1.2284	2	0.0
30	-4	0	77.74	1.2284	2	0.0
19	1	-5	77.75	1.2283	2	0.0
19	-1	-5	77.75	1.2283	2	0.0
5	-7	2	77.77	1.2280	2	0.0
5	7	2	77.77	1.2280	2	0.0
3	4	-5	77.81	1.2275	2	0.9
3	-4	-5	77.81	1.2275	2	0.9
12	-3	5	77.85	1.2270	2	0.1
12	3	5	77.85	1.2270	2	0.1
26	-5	-1	77.88	1.2266	2	0.5
26	5	-1	77.88	1.2266	2	0.5
2	-4	5	77.88	1.2266	2	0.5
2	4	5	77.88	1.2266	2	0.5
12	5	-4	77.88	1.2265	2	0.1
12	-5	-4	77.88	1.2265	2	0.1
31	0	-3	77.91	1.2261	2	5.8
24	5	-2	77.93	1.2258	2	0.5
24	-5	-2	77.93	1.2258	2	0.5
20	5	-3	77.94	1.2258	2	0.0
20	-5	-3	77.94	1.2258	2	0.0
30	3	2	77.94	1.2258	2	0.0
30	-3	2	77.94	1.2258	2	0.0
6	7	-2	77.95	1.2256	2	0.2
6	-7	-2	77.95	1.2256	2	0.2
12	7	-1	77.96	1.2255	2	0.1
12	-7	-1	77.96	1.2255	2	0.1
11	5	4	77.97	1.2254	2	0.1
11	-5	4	77.97	1.2254	2	0.1
25	2	-4	77.97	1.2253	2	0.0
25	-2	-4	77.97	1.2253	2	0.0
4	4	-5	78.02	1.2247	2	0.4
4	-4	-5	78.02	1.2247	2	0.4
16	2	5	78.10	1.2236	2	0.1
16	-2	5	78.10	1.2236	2	0.1
3	4	5	78.12	1.2235	2	0.9
3	-4	5	78.12	1.2235	2	0.9
24	-2	4	78.16	1.2229	2	0.1
24	2	4	78.16	1.2229	2	0.1
28	4	-2	78.19	1.2225	2	0.0
28	-4	-2	78.19	1.2225	2	0.0
6	-7	2	78.19	1.2224	2	0.1
6	7	2	78.19	1.2224	2	0.1
12	-7	1	78.21	1.2222	2	0.0
12	7	1	78.21	1.2222	2	0.0
