1.004136079322613,0.0
1.004868375702237,0.0
1.0056025073285597,0.0
1.0063384793462535,8.0
1.007076296921253,18.0
1.0078159652408598,26.0
1.0085574895138507,28.0
1.009300874970582,26.0
1.0100461268630982,22.0
1.01079325046524,44.0
1.011542251072751,128.0
1.0122931340033892,207.0
1.0130459045970361,165.0
1.013800568215806,80.0
1.01455713024416,44.0
1.0153155960890148,30.0
1.0160759711798575,19.0
1.0168382609688578,12.0
1.0176024709309826,12.0
1.0183686065641098,17.0
1.0191366733891452,22.0
1.019906676950137,19.0
1.020678622814393,14.0
1.0214525165725987,19.0
1.0222283638389356,41.0
1.0230061702511986,62.0
1.0237859414709178,55.0
1.0245676831834782,37.0
1.0253514010982396,31.0
1.0261371009486602,26.0
1.0269247884924186,24.0
1.0277144695115379,30.0
1.0285061498125085,37.0
1.029299835226414,34.0
1.0300955316090572,25.0
1.0308932448410864,21.0
1.0316929808281226,18.0
1.032494745500887,17.0
1.0332985448153316,20.0
1.034104384752767,26.0
1.0349122713199945,29.0
1.0357222105494364,28.0
1.0365342084992692,40.0
1.0373482712535556,61.0
1.038164404922378,65.0
1.0389826156419752,43.0
1.0398029095748755,23.0
1.0406252929100357,16.0
1.0414497718629754,16.0
1.042276352675917,33.0
1.0431050416179248,73.0
1.0439358449850433,96.0
1.0447687691004404,66.0
1.0456038203145461,26.0
1.0464410050051975,13.0
1.047280329577781,14.0
1.048121800465377,17.0
1.0489654241289048,19.0
1.0498112070572692,20.0
1.0506591557675078,28.0
1.0515092768049386,39.0
1.052361576743309,57.0
1.053216062184946,89.0
1.054072739760907,124.0
1.0549316161311326,151.0
1.0557926979845975,142.0
1.0566559920394656,117.0
1.0575215050432456,87.0
1.0583892437729447,45.0
1.0592592150352278,26.0
1.060131425666574,23.0
1.0610058825334343,22.0
1.0618825925323951,35.0
1.0627615625903348,61.0
1.0636427996645892,59.0
1.0645263107431129,28.0
1.0654121028446433,13.0
1.0663001830188665,18.0
1.0671905583465826,24.0
1.0680832359398738,20.0
1.0689782229422726,15.0
1.069875526528931,14.0
1.0707751539067913,22.0
1.0716771123147577,49.0
1.0725814090238694,99.0
1.0734880513374738,176.0
1.0743970465914028,194.0
1.0753084021541484,106.0
1.076222125427039,34.0
1.0771382238444207,19.0
1.0780567048738343,24.0
1.0789775760161981,23.0
1.0799008448059892,13.0
1.0808265188114259,7.0
1.0817546056346548,13.0
1.0826851129119344,36.0
1.0836180483138222,61.0
1.0845534195453645,49.0
1.085491234346285,20.0
1.0864315004911742,7.0
1.087374225789684,7.0
1.0883194180867188,13.0
1.0892670852626316,23.0
1.0902172352334192,26.0
1.0911698759509187,23.0
1.0921250154030082,22.0
1.093082661613804,26.0
1.0940428226438639,47.0
1.0950055065903879,67.0
1.0959707215874244,65.0
1.0969384758060736,60.0
1.0979087774546945,60.0
1.0988816347791133,47.0
1.099857056062833,24.0
1.1008350496272437,15.0
1.101815623831836,17.0
1.1027987870744134,23.0
1.1037845477913082,36.0
1.1047729144575973,44.0
1.105763895587323,31.0
1.1067574997337093,30.0
1.107753735489384,46.0
1.108752611486603,41.0
1.1097541363974726,20.0
1.1107583189341752,15.0
1.111765167849198,23.0
1.1127746919355603,32.0
1.1137869000270446,36.0
1.1148018009984277,29.0
1.1158194037657154,17.0
1.116839717286377,10.0
1.1178627505595824,9.0
1.1188885126264392,22.0
1.1199170125702342,50.0
1.1209482595166749,60.0
1.1219822626341318,55.0
1.1230190311338852,52.0
1.1240585742703701,38.0
1.1251009013414257,28.0
1.1261460216885455,21.0
1.1271939446971289,13.0
1.128244679796735,11.0
1.1292982364613389,15.0
1.130354624209587,19.0
1.1314138526050581,22.0
1.1324759312565231,22.0
1.1335408698182077,20.0
1.1346086779900582,17.0
1.135679365518005,13.0
1.1367529421942344,16.0
1.1378294178574568,24.0
1.1389088023931777,32.0
1.1399911057339749,34.0
1.141076337859771,34.0
1.1421645087981138,36.0
1.1432556286244544,26.0
1.1443497074624296,20.0
1.1454467554841463,31.0
1.146546782910467,36.0
1.1476498000112967,23.0
1.1487558171058745,14.0
1.149864844563064,19.0
1.1509768928016486,40.0
1.1520919722906269,101.0
1.1532100935495113,196.0
1.1543312671486285,176.0
1.1554555037094218,66.0
1.1565828139047563,18.0
1.1577132084592252,15.0
1.1588466981494596,16.0
1.1599832938044397,11.0
1.161123006305808,5.0
1.1622658465881868,6.0
1.163411825639493,9.0
1.1645609545012632,10.0
1.1657132442689726,16.0
1.166868706092362,48.0
1.1680273511757657,107.0
1.1691891907784393,130.0
1.170354236214895,75.0
1.1715224988552346,29.0
