H	K	L	2THETA	D-VALUE	MULT	INTENSITY
3	-3	10	98.08	1.0208	2	0.0
3	-7	-4	98.11	1.0206	2	0.0
3	7	-4	98.11	1.0206	2	0.0
1	3	13	98.17	1.0201	2	0.0
1	-3	13	98.17	1.0201	2	0.0
2	-8	-4	98.34	1.0188	2	0.1
2	8	-4	98.34	1.0188	2	0.1
3	-7	3	98.56	1.0172	2	0.1
3	7	3	98.56	1.0172	2	0.1
0	2	14	98.65	1.0165	2	0.0
3	5	8	98.71	1.0160	2	0.0
3	-5	8	98.71	1.0160	2	0.0
3	-1	11	98.73	1.0158	2	0.0
3	1	11	98.73	1.0158	2	0.0
1	7	-9	99.49	1.0101	2	0.1
1	-7	-9	99.49	1.0101	2	0.1
0	4	13	99.70	1.0086	2	0.1
4	-4	6	99.84	1.0075	2	0.0
4	4	6	99.84	1.0075	2	0.0
2	-6	9	99.89	1.0072	2	0.2
2	6	9	99.89	1.0072	2	0.2
2	0	13	100.02	1.0062	2	0.0
0	8	-7	100.03	1.0061	2	0.1
0	8	7	100.03	1.0061	2	0.1
