H	K	L	2THETA	D-VALUE	MULT	INTENSITY
4	-5	0	95.91	1.0381	2	0.0
1	4	0	95.91	1.0381	2	0.0
5	-1	0	95.91	1.0381	2	0.0
1	-5	0	95.91	1.0381	2	0.0
4	1	0	95.91	1.0381	2	0.0
4	-5	1	96.25	1.0353	2	3.0
5	-4	1	96.25	1.0353	2	3.0
4	-5	-1	96.25	1.0353	2	3.0
5	-4	-1	96.25	1.0353	2	3.0
5	-1	1	96.25	1.0353	2	3.0
1	-5	1	96.25	1.0353	2	3.0
5	-1	-1	96.25	1.0353	2	3.0
1	-5	-1	96.25	1.0353	2	3.0
1	4	1	96.25	1.0353	2	3.0
1	4	-1	96.25	1.0353	2	3.0
4	1	-1	96.25	1.0353	2	3.0
4	1	1	96.25	1.0353	2	3.0
2	-4	9	96.39	1.0342	2	6.3
4	-2	-9	96.39	1.0342	2	6.3
2	2	-9	96.39	1.0342	2	6.3
4	-2	9	96.39	1.0342	2	6.3
2	-4	-9	96.39	1.0342	2	6.3
2	2	9	96.39	1.0342	2	6.3
4	-5	-2	97.28	1.0271	2	5.2
5	-4	-2	97.28	1.0271	2	5.5
4	-5	2	97.28	1.0271	2	5.2
5	-4	2	97.28	1.0271	2	5.5
1	4	2	97.28	1.0271	2	5.2
1	4	-2	97.28	1.0271	2	5.2
4	1	-2	97.28	1.0271	2	5.5
5	-1	-2	97.28	1.0271	2	5.2
5	-1	2	97.28	1.0271	2	5.2
1	-5	-2	97.28	1.0271	2	5.5
1	-5	2	97.28	1.0271	2	5.5
4	1	2	97.28	1.0271	2	5.5
4	0	-7	97.55	1.0250	2	0.2
0	4	-7	97.55	1.0250	2	0.2
4	-4	7	97.55	1.0250	2	0.2
4	-4	-7	97.55	1.0250	2	0.2
0	4	7	97.55	1.0250	2	0.2
4	0	7	97.55	1.0250	2	0.2
5	-3	5	98.42	1.0182	2	0.1
2	-5	5	98.42	1.0182	2	0.1
3	-5	5	98.42	1.0182	2	0.1
5	-3	-5	98.42	1.0182	2	0.1
2	3	-5	98.42	1.0182	2	0.1
5	-2	5	98.42	1.0182	2	0.1
5	-2	-5	98.42	1.0182	2	0.1
3	2	-5	98.42	1.0182	2	0.1
2	-5	-5	98.42	1.0182	2	0.1
3	-5	-5	98.42	1.0182	2	0.1
2	3	5	98.42	1.0182	2	0.1
3	2	5	98.42	1.0182	2	0.1
5	-4	-3	99.00	1.0138	2	4.7
5	-4	3	99.00	1.0138	2	4.7
4	-5	3	99.00	1.0138	2	4.8
4	-5	-3	99.00	1.0138	2	4.8
1	-5	3	99.00	1.0138	2	4.7
4	1	3	99.00	1.0138	2	4.7
5	-1	-3	99.00	1.0138	2	4.8
1	4	3	99.00	1.0138	2	4.8
1	-5	-3	99.00	1.0138	2	4.7
1	4	-3	99.00	1.0138	2	4.8
4	1	-3	99.00	1.0138	2	4.7
5	-1	3	99.00	1.0138	2	4.8
1	1	13	99.27	1.0118	2	3.9
2	-1	13	99.27	1.0118	2	3.9
1	-2	13	99.27	1.0118	2	3.9
1	-4	9	99.43	1.0106	2	0.2
4	-3	9	99.43	1.0106	2	0.2
3	-4	9	99.43	1.0106	2	0.2
4	-3	-9	99.43	1.0106	2	0.2
4	-1	-9	99.43	1.0106	2	0.2
3	-4	-9	99.43	1.0106	2	0.2
3	1	-9	99.43	1.0106	2	0.2
1	3	-9	99.43	1.0106	2	0.2
3	1	9	99.43	1.0106	2	0.2
1	3	9	99.43	1.0106	2	0.2
4	-1	9	99.43	1.0106	2	0.2
1	-4	-9	99.43	1.0106	2	0.2
0	0	14	99.43	1.0106	2	12.4
