H	K	L	2THETA	D-VALUE	MULT	INTENSITY
2	-2	2	37.90	2.3737	2	0.7
6	-2	0	38.15	2.3587	2	0.0
6	2	0	38.15	2.3587	2	0.0
4	-6	0	38.17	2.3578	2	0.6
4	6	0	38.17	2.3578	2	0.6
1	7	-1	38.37	2.3460	2	0.0
1	-7	-1	38.37	2.3460	2	0.0
1	-7	1	38.69	2.3274	2	0.0
1	7	1	38.69	2.3274	2	0.0
3	7	0	38.75	2.3238	2	0.0
3	-7	0	38.75	2.3238	2	0.0
5	-3	1	38.80	2.3209	2	0.1
5	3	1	38.80	2.3209	2	0.1
0	8	0	38.95	2.3125	2	0.0
0	4	-2	39.06	2.3063	2	1.4
0	4	2	39.06	2.3063	2	1.4
5	-5	0	39.24	2.2957	2	0.2
5	5	0	39.24	2.2957	2	0.2
6	0	-1	39.76	2.2670	2	0.6
3	1	2	39.80	2.2646	2	0.4
3	-1	2	39.80	2.2646	2	0.4
3	3	-2	40.42	2.2317	2	0.2
3	-3	-2	40.42	2.2317	2	0.2
2	4	-2	40.42	2.2315	2	0.2
2	-4	-2	40.42	2.2315	2	0.2
4	0	-2	40.78	2.2128	2	9.1
2	8	0	40.93	2.2050	2	2.6
2	-8	0	40.93	2.2050	2	2.6
6	-2	-1	40.99	2.2018	2	0.0
6	2	-1	40.99	2.2018	2	0.0
4	-6	-1	41.31	2.1857	2	0.3
4	6	-1	41.31	2.1857	2	0.3
6	0	1	41.60	2.1711	2	0.4
2	-4	2	41.64	2.1691	2	0.2
2	4	2	41.64	2.1691	2	0.2
6	-4	0	41.87	2.1576	2	0.1
6	4	0	41.87	2.1576	2	0.1
4	-2	-2	41.98	2.1521	2	0.2
4	2	-2	41.98	2.1521	2	0.2
1	5	-2	41.99	2.1514	2	0.4
1	-5	-2	41.99	2.1514	2	0.4
3	7	-1	42.00	2.1511	2	0.1
3	-7	-1	42.00	2.1511	2	0.1
5	-5	-1	42.17	2.1430	2	0.0
5	5	-1	42.17	2.1430	2	0.0
3	-3	2	42.23	2.1400	2	0.2
3	3	2	42.23	2.1400	2	0.2
4	-6	1	42.50	2.1269	2	0.3
4	6	1	42.50	2.1269	2	0.3
1	-5	2	42.59	2.1228	2	0.4
1	5	2	42.59	2.1228	2	0.4
0	8	-1	42.63	2.1209	2	1.4
0	8	1	42.63	2.1209	2	1.4
6	-2	1	42.78	2.1136	2	0.0
6	2	1	42.78	2.1136	2	0.0
3	-7	1	42.89	2.1087	2	0.1
3	7	1	42.89	2.1087	2	0.1
4	0	2	43.16	2.0958	2	7.5
7	-1	0	43.56	2.0776	2	1.3
7	1	0	43.56	2.0776	2	1.3
5	-5	1	43.63	2.0744	2	0.0
5	5	1	43.63	2.0744	2	0.0
2	8	-1	44.19	2.0496	2	1.2
2	-8	-1	44.19	2.0496	2	1.2
4	-2	2	44.32	2.0440	2	0.2
4	2	2	44.32	2.0440	2	0.2
6	-4	-1	44.51	2.0356	2	0.3
6	4	-1	44.51	2.0356	2	0.3
1	9	0	44.51	2.0356	2	0.1
1	-9	0	44.51	2.0356	2	0.1
2	-8	1	44.76	2.0248	2	1.2
2	8	1	44.76	2.0248	2	1.2
5	1	-2	44.98	2.0152	2	3.5
5	-1	-2	44.98	2.0152	2	3.5
0	6	-2	45.00	2.0144	2	0.0
0	6	2	45.00	2.0144	2	0.0
3	5	-2	45.11	2.0099	2	0.2
3	-5	-2	45.11	2.0099	2	0.2
4	4	-2	45.44	1.9961	2	2.3
4	-4	-2	45.44	1.9961	2	2.3
7	3	0	45.82	1.9802	2	0.4
7	-3	0	45.82	1.9802	2	0.4
7	1	-1	45.98	1.9736	2	1.5
7	-1	-1	45.98	1.9736	2	1.5
6	4	1	46.19	1.9653	2	0.2
6	-4	1	46.19	1.9653	2	0.2
2	6	-2	46.22	1.9640	2	0.3
2	-6	-2	46.22	1.9640	2	0.3
5	-7	0	46.28	1.9616	2	0.5
5	7	0	46.28	1.9616	2	0.5
4	8	0	46.45	1.9548	2	0.2
4	-8	0	46.45	1.9548	2	0.2
3	-5	2	46.77	1.9422	2	0.2
3	5	2	46.77	1.9422	2	0.2
5	-3	-2	47.19	1.9259	2	0.9
5	3	-2	47.19	1.9259	2	0.9
2	6	2	47.32	1.9210	2	0.3
2	-6	2	47.32	1.9210	2	0.3
6	6	0	47.53	1.9131	2	0.0
6	-6	0	47.53	1.9131	2	0.0
4	-4	2	47.64	1.9089	2	2.0
4	4	2	47.64	1.9089	2	2.0
1	-9	-1	47.71	1.9063	2	0.0
1	9	-1	47.71	1.9063	2	0.0
5	1	2	47.74	1.9051	2	2.9
5	-1	2	47.74	1.9051	2	2.9
7	1	1	47.90	1.8992	2	1.3
7	-1	1	47.90	1.8992	2	1.3
1	-9	1	47.98	1.8962	2	0.0
1	9	1	47.98	1.8962	2	0.0
3	-9	0	48.03	1.8943	2	0.0
3	9	0	48.03	1.8943	2	0.0
7	-3	-1	48.16	1.8895	2	0.6
7	3	-1	48.16	1.8895	2	0.6
1	7	-2	48.71	1.8693	2	0.2
1	-7	-2	48.71	1.8693	2	0.2
5	7	-1	48.86	1.8638	2	0.0
5	-7	-1	48.86	1.8638	2	0.0
4	-8	-1	49.16	1.8533	2	1.1
4	8	-1	49.16	1.8533	2	1.1
6	0	-2	49.21	1.8514	2	0.9
1	-7	2	49.24	1.8505	2	0.2
1	7	2	49.24	1.8505	2	0.2
0	10	0	49.25	1.8500	2	0.1
8	0	0	49.84	1.8295	2	4.1
5	-3	2	49.86	1.8291	2	0.7
5	3	2	49.86	1.8291	2	0.7
6	6	-1	49.93	1.8265	2	0.0
6	-6	-1	49.93	1.8265	2	0.0
7	3	1	50.01	1.8239	2	0.5
7	-3	1	50.01	1.8239	2	0.5
7	-5	0	50.11	1.8203	2	0.0
7	5	0	50.11	1.8203	2	0.0
5	7	1	50.18	1.8181	2	0.0
5	-7	1	50.18	1.8181	2	0.0
4	-8	1	50.21	1.8171	2	1.0
4	8	1	50.21	1.8171	2	1.0
6	-2	-2	50.26	1.8154	2	0.0
6	2	-2	50.26	1.8154	2	0.0
4	-6	-2	50.78	1.7977	2	0.2
4	6	-2	50.78	1.7977	2	0.2
3	9	-1	50.80	1.7972	2	0.0
3	-9	-1	50.80	1.7972	2	0.0
8	-2	0	50.88	1.7947	2	0.4
8	2	0	50.88	1.7947	2	0.4
2	10	0	50.91	1.7936	2	0.3
5	-5	-2	51.39	1.7779	2	0.1
5	5	-2	51.39	1.7779	2	0.1
6	6	1	51.48	1.7751	2	0.0
6	-6	1	51.48	1.7751	2	0.0
3	7	-2	51.51	1.7743	2	0.0
3	-7	-2	51.51	1.7743	2	0.0
0	0	3	51.52	1.7738	2	32.6
3	-9	1	51.57	1.7722	2	0.0
3	9	1	51.57	1.7722	2	0.0
1	1	-3	51.80	1.7649	2	0.1
1	-1	-3	51.80	1.7649	2	0.1
8	0	-1	51.91	1.7613	2	2.7
7	-5	-1	52.30	1.7491	2	0.0
7	5	-1	52.30	1.7491	2	0.0
6	0	2	52.30	1.7490	2	0.6
0	10	-1	52.36	1.7474	2	0.0
0	10	1	52.36	1.7474	2	0.0
2	0	-3	52.38	1.7468	2	1.8
0	8	-2	52.42	1.7454	2	0.0
0	8	2	52.42	1.7454	2	0.0
0	2	3	52.53	1.7420	2	0.0
0	2	-3	52.53	1.7420	2	0.0
1	-1	3	52.56	1.7412	2	0.1
1	1	3	52.56	1.7412	2	0.1
4	-6	2	52.82	1.7333	2	0.2
4	6	2	52.82	1.7333	2	0.2
8	2	-1	52.92	1.7302	2	0.3
8	-2	-1	52.92	1.7302	2	0.3
3	-7	2	53.02	1.7271	2	0.0
3	7	2	53.02	1.7271	2	0.0
6	4	-2	53.30	1.7188	2	0.0
6	-4	-2	53.30	1.7188	2	0.0
6	-2	2	53.30	1.7186	2	0.0
6	2	2	53.30	1.7186	2	0.0
2	2	-3	53.37	1.7165	2	0.2
2	-2	-3	53.37	1.7165	2	0.2
2	8	-2	53.52	1.7123	2	1.0
2	-8	-2	53.52	1.7123	2	1.0
2	10	-1	53.70	1.7069	2	0.2
1	3	-3	53.80	1.7040	2	0.0
1	-3	-3	53.80	1.7040	2	0.0
2	0	3	53.87	1.7018	2	1.6
8	-4	0	53.89	1.7012	2	0.0
8	4	0	53.89	1.7012	2	0.0
5	5	2	53.90	1.7009	2	0.1
5	-5	2	53.90	1.7009	2	0.1
8	0	1	53.91	1.7006	2	2.3
7	5	1	54.05	1.6967	2	0.0
7	-5	1	54.05	1.6967	2	0.0
2	10	1	54.19	1.6925	2	0.2
3	1	-3	54.23	1.6913	2	0.3
3	-1	-3	54.23	1.6913	2	0.3
7	-1	-2	54.47	1.6845	2	0.6
7	1	-2	54.47	1.6845	2	0.6
2	-8	2	54.50	1.6836	2	0.9
2	8	2	54.50	1.6836	2	0.9
1	-3	3	54.54	1.6826	2	0.0
1	3	3	54.54	1.6826	2	0.0
5	-9	0	54.55	1.6822	2	0.0
5	9	0	54.55	1.6822	2	0.0
6	-8	0	54.69	1.6782	2	0.7
6	8	0	54.69	1.6782	2	0.7
2	2	3	54.85	1.6737	2	0.2
2	-2	3	54.85	1.6737	2	0.2
8	-2	1	54.89	1.6725	2	0.3
8	2	1	54.89	1.6725	2	0.3
1	11	0	54.95	1.6708	2	0.4
0	4	-3	55.48	1.6562	2	0.0
0	4	3	55.48	1.6562	2	0.0
4	10	0	55.67	1.6510	2	0.0
8	4	-1	55.86	1.6460	2	0.0
8	-4	-1	55.86	1.6460	2	0.0
7	-7	0	56.09	1.6398	2	0.2
7	7	0	56.09	1.6398	2	0.2
3	3	-3	56.17	1.6374	2	0.0
3	-3	-3	56.17	1.6374	2	0.0
6	4	2	56.23	1.6360	2	0.0
6	-4	2	56.23	1.6360	2	0.0
2	4	-3	56.30	1.6341	2	0.2
2	-4	-3	56.30	1.6341	2	0.2
4	0	-3	56.33	1.6331	2	1.5
7	-3	-2	56.40	1.6313	2	0.2
7	3	-2	56.40	1.6313	2	0.2
3	-1	3	56.42	1.6309	2	0.2
3	1	3	56.42	1.6309	2	0.2
1	9	-2	56.72	1.6229	2	0.0
1	-9	-2	56.72	1.6229	2	0.0
9	1	0	56.83	1.6200	2	1.2
9	-1	0	56.83	1.6200	2	1.2
5	-9	-1	56.86	1.6193	2	0.1
5	9	-1	56.86	1.6193	2	0.1
6	-8	-1	56.88	1.6189	2	0.1
6	8	-1	56.88	1.6189	2	0.1
1	-9	2	57.20	1.6105	2	0.0
1	9	2	57.20	1.6105	2	0.0
5	7	-2	57.27	1.6085	2	0.2
5	-7	-2	57.27	1.6085	2	0.2
4	-2	-3	57.29	1.6082	2	0.1
4	2	-3	57.29	1.6082	2	0.1
1	5	-3	57.65	1.5989	2	0.0
1	-5	-3	57.65	1.5989	2	0.0
4	8	-2	57.66	1.5988	2	0.1
4	-8	-2	57.66	1.5988	2	0.1
2	4	3	57.72	1.5971	2	0.2
2	-4	3	57.72	1.5971	2	0.2
1	11	-1	57.72	1.5971	2	0.0
8	4	1	57.76	1.5961	2	0.0
8	-4	1	57.76	1.5961	2	0.0
7	1	2	57.83	1.5943	2	0.5
7	-1	2	57.83	1.5943	2	0.5
1	11	1	57.96	1.5911	2	0.0
3	11	0	58.00	1.5900	2	0.4
5	-9	1	58.04	1.5891	2	0.1
5	9	1	58.04	1.5891	2	0.1
4	10	-1	58.07	1.5884	2	0.1
6	6	-2	58.11	1.5873	2	0.0
6	-6	-2	58.11	1.5873	2	0.0
7	-7	-1	58.12	1.5872	2	0.1
7	7	-1	58.12	1.5872	2	0.1
6	-8	1	58.29	1.5828	2	0.1
6	8	1	58.29	1.5828	2	0.1
3	-3	3	58.31	1.5825	2	0.0
3	3	3	58.31	1.5825	2	0.0
1	5	3	58.36	1.5812	2	0.0
1	-5	3	58.36	1.5812	2	0.0
9	1	-1	58.61	1.5749	2	0.6
9	-1	-1	58.61	1.5749	2	0.6
8	-6	0	58.68	1.5734	2	0.2
8	6	0	58.68	1.5734	2	0.2
9	3	0	58.71	1.5725	2	0.3
9	-3	0	58.71	1.5725	2	0.3
4	10	1	59.00	1.5655	2	0.1
4	0	3	59.17	1.5615	2	1.3
3	9	-2	59.25	1.5595	2	0.0
3	-9	-2	59.25	1.5595	2	0.0
4	-8	2	59.53	1.5529	2	0.1
4	8	2	59.53	1.5529	2	0.1
5	1	-3	59.59	1.5514	2	0.6
5	-1	-3	59.59	1.5514	2	0.6
5	-7	2	59.61	1.5508	2	0.1
5	7	2	59.61	1.5508	2	0.1
8	0	-2	59.68	1.5493	2	2.0
7	3	2	59.70	1.5489	2	0.2
7	-3	2	59.70	1.5489	2	0.2
7	-7	1	59.75	1.5477	2	0.1
7	7	1	59.75	1.5477	2	0.1
3	5	-3	59.92	1.5436	2	0.0
3	-5	-3	59.92	1.5436	2	0.0
0	12	0	60.01	1.5417	2	13.6
4	4	-3	60.08	1.5399	2	0.3
4	-4	-3	60.08	1.5399	2	0.3
4	-2	3	60.09	1.5398	2	0.1
4	2	3	60.09	1.5398	2	0.1
7	-5	-2	60.15	1.5384	2	0.0
7	5	-2	60.15	1.5384	2	0.0
0	6	-3	60.18	1.5375	2	0.0
0	6	3	60.18	1.5375	2	0.0
3	11	-1	60.46	1.5313	2	0.2
9	3	-1	60.46	1.5311	2	0.0
9	-3	-1	60.46	1.5311	2	0.0
8	-6	-1	60.54	1.5294	2	0.2
8	6	-1	60.54	1.5294	2	0.2
8	2	-2	60.60	1.5281	2	0.2
8	-2	-2	60.60	1.5281	2	0.2
3	-9	2	60.63	1.5272	2	0.0
3	9	2	60.63	1.5272	2	0.0
9	1	1	60.70	1.5258	2	0.5
9	-1	1	60.70	1.5258	2	0.5
6	-6	2	60.89	1.5213	2	0.0
6	6	2	60.89	1.5213	2	0.0
2	6	-3	60.96	1.5199	2	0.1
2	-6	-3	60.96	1.5199	2	0.1
0	10	-2	61.00	1.5189	2	0.0
0	10	2	61.00	1.5189	2	0.0
3	11	1	61.14	1.5157	2	0.2
5	-3	-3	61.42	1.5095	2	0.0
5	3	-3	61.42	1.5095	2	0.0
2	12	0	61.46	1.5086	2	1.2
3	5	3	61.98	1.4972	2	0.0
3	-5	3	61.98	1.4972	2	0.0
2	10	-2	61.99	1.4969	2	0.2
2	-6	3	62.32	1.4899	2	0.1
2	6	3	62.32	1.4899	2	0.1
8	-6	1	62.36	1.4891	2	0.2
8	6	1	62.36	1.4891	2	0.2
9	-5	0	62.37	1.4888	2	0.0
9	5	0	62.37	1.4888	2	0.0
9	3	1	62.50	1.4859	2	0.0
9	-3	1	62.50	1.4859	2	0.0
0	12	-1	62.75	1.4808	2	14.5
0	12	1	62.75	1.4808	2	14.5
4	4	3	62.81	1.4795	2	0.2
4	-4	3	62.81	1.4795	2	0.2
2	10	2	62.89	1.4777	2	0.2
5	1	3	63.00	1.4753	2	0.5
5	-1	3	63.00	1.4753	2	0.5
6	0	-3	63.01	1.4752	2	0.0
6	10	0	63.07	1.4740	2	0.0
1	7	-3	63.14	1.4724	2	0.0
1	-7	-3	63.14	1.4724	2	0.0
8	-4	-2	63.30	1.4691	2	0.0
8	4	-2	63.30	1.4691	2	0.0
8	0	2	63.31	1.4689	2	1.5
7	5	2	63.32	1.4688	2	0.0
7	-5	2	63.32	1.4688	2	0.0
7	-9	0	63.46	1.4658	2	0.4
7	9	0	63.46	1.4658	2	0.4
10	0	0	63.57	1.4636	2	0.8
1	-7	3	63.81	1.4585	2	0.0
1	7	3	63.81	1.4585	2	0.0
5	11	0	63.83	1.4583	2	0.1
6	-2	-3	63.90	1.4568	2	0.0
6	2	-3	63.90	1.4568	2	0.0
2	12	-1	63.95	1.4559	2	0.8
9	-5	-1	64.06	1.4536	2	0.0
9	5	-1	64.06	1.4536	2	0.0
8	-2	2	64.20	1.4507	2	0.2
8	2	2	64.20	1.4507	2	0.2
2	12	1	64.39	1.4469	2	0.8
10	2	0	64.45	1.4456	2	0.0
10	-2	0	64.45	1.4456	2	0.0
6	8	-2	64.47	1.4453	2	0.3
6	-8	-2	64.47	1.4453	2	0.3
5	9	-2	64.56	1.4434	2	0.0
5	-9	-2	64.56	1.4434	2	0.0
4	6	-3	64.58	1.4432	2	0.1
4	-6	-3	64.58	1.4432	2	0.1
5	-3	3	64.78	1.4392	2	0.0
5	3	3	64.78	1.4392	2	0.0
5	-5	-3	64.99	1.4350	2	0.0
5	5	-3	64.99	1.4350	2	0.0
8	-8	0	65.00	1.4348	2	0.0
8	8	0	65.00	1.4348	2	0.0
6	10	-1	65.07	1.4333	2	0.0
10	0	-1	65.13	1.4323	2	0.2
3	7	-3	65.30	1.4288	2	0.0
3	-7	-3	65.30	1.4288	2	0.0
7	-9	-1	65.35	1.4279	2	0.3
7	9	-1	65.35	1.4279	2	0.3
7	-7	-2	65.52	1.4247	2	0.1
7	7	-2	65.52	1.4247	2	0.1
4	12	0	65.72	1.4207	2	0.4
9	1	-2	65.76	1.4200	2	0.7
9	-1	-2	65.76	1.4200	2	0.7
4	10	-2	65.80	1.4193	2	0.0
1	11	-2	65.81	1.4191	2	0.2
5	11	-1	65.93	1.4167	2	0.5
1	13	0	65.95	1.4164	2	0.1
10	-2	-1	66.00	1.4154	2	0.0
10	2	-1	66.00	1.4154	2	0.0
9	-5	1	66.04	1.4147	2	0.0
9	5	1	66.04	1.4147	2	0.0
1	11	2	66.24	1.4108	2	0.2
6	10	1	66.39	1.4081	2	0.0
0	8	3	66.42	1.4074	2	0.3
0	8	-3	66.42	1.4074	2	0.3
6	-4	-3	66.53	1.4054	2	0.0
6	4	-3	66.53	1.4054	2	0.0
5	-9	2	66.75	1.4013	2	0.0
5	9	2	66.75	1.4013	2	0.0
8	-8	-1	66.76	1.4012	2	0.0
8	8	-1	66.76	1.4012	2	0.0
8	4	2	66.82	1.4000	2	0.0
8	-4	2	66.82	1.4000	2	0.0
7	9	1	66.88	1.3989	2	0.3
7	-9	1	66.88	1.3989	2	0.3
6	0	3	66.97	1.3972	2	0.0
5	11	1	67.02	1.3963	2	0.5
10	-4	0	67.07	1.3954	2	0.0
10	4	0	67.07	1.3954	2	0.0
6	-8	2	67.10	1.3950	2	0.3
6	8	2	67.10	1.3950	2	0.3
2	8	-3	67.16	1.3938	2	0.3
2	-8	-3	67.16	1.3938	2	0.3
4	-6	3	67.20	1.3931	2	0.1
4	6	3	67.20	1.3931	2	0.1
3	7	3	67.27	1.3918	2	0.0
3	-7	3	67.27	1.3918	2	0.0
10	0	1	67.31	1.3911	2	0.2
7	-1	-3	67.45	1.3884	2	0.4
7	1	-3	67.45	1.3884	2	0.4
9	-3	-2	67.50	1.3877	2	0.2
9	3	-2	67.50	1.3877	2	0.2
4	10	2	67.54	1.3869	2	0.0
9	-7	0	67.64	1.3850	2	0.0
9	7	0	67.64	1.3850	2	0.0
8	6	-2	67.68	1.3844	2	0.1
8	-6	-2	67.68	1.3844	2	0.1
6	2	3	67.84	1.3815	2	0.0
6	-2	3	67.84	1.3815	2	0.0
4	12	-1	67.91	1.3803	2	0.7
3	11	-2	68.14	1.3762	2	0.2
10	-2	1	68.17	1.3756	2	0.0
10	2	1	68.17	1.3756	2	0.0
5	-5	3	68.25	1.3742	2	0.0
5	5	3	68.25	1.3742	2	0.0
2	-8	3	68.45	1.3706	2	0.2
2	8	3	68.45	1.3706	2	0.2
1	13	-1	68.45	1.3706	2	0.0
8	-8	1	68.49	1.3700	2	0.0
8	8	1	68.49	1.3700	2	0.0
7	7	2	68.55	1.3689	2	0.1
7	-7	2	68.55	1.3689	2	0.1
10	-4	-1	68.59	1.3682	2	0.2
10	4	-1	68.59	1.3682	2	0.2
1	13	1	68.66	1.3669	2	0.0
3	13	0	68.71	1.3661	2	0.1
4	12	1	68.76	1.3651	2	0.7
7	-3	-3	69.17	1.3582	2	0.2
7	3	-3	69.17	1.3582	2	0.2
9	-7	-1	69.26	1.3565	2	0.0
9	7	-1	69.26	1.3565	2	0.0
3	11	2	69.42	1.3538	2	0.2
9	-1	2	69.64	1.3500	2	0.6
9	1	2	69.64	1.3500	2	0.6
1	9	-3	70.09	1.3426	2	0.0
1	-9	-3	70.09	1.3426	2	0.0
5	7	-3	70.16	1.3414	2	0.0
5	-7	-3	70.16	1.3414	2	0.0
6	-4	3	70.39	1.3375	2	0.0
6	4	3	70.39	1.3375	2	0.0
4	-8	-3	70.60	1.3340	2	0.3
4	8	-3	70.60	1.3340	2	0.3
0	12	-2	70.61	1.3339	2	7.2
0	12	2	70.61	1.3339	2	7.2
10	4	1	70.72	1.3321	2	0.2
10	-4	1	70.72	1.3321	2	0.2
1	9	3	70.72	1.3321	2	0.0
1	-9	3	70.72	1.3321	2	0.0
6	6	-3	70.80	1.3307	2	0.0
6	-6	-3	70.80	1.3307	2	0.0
0	0	4	70.83	1.3303	2	11.6
9	5	-2	70.90	1.3291	2	0.0
9	-5	-2	70.90	1.3291	2	0.0
3	13	-1	70.95	1.3284	2	0.1
1	1	-4	70.95	1.3283	2	0.0
1	-1	-4	70.95	1.3283	2	0.0
11	1	0	71.02	1.3271	2	1.3
11	-1	0	71.02	1.3271	2	1.3
8	-6	2	71.09	1.3261	2	0.1
8	6	2	71.09	1.3261	2	0.1
9	-7	1	71.17	1.3248	2	0.0
9	7	1	71.17	1.3248	2	0.0
2	0	-4	71.33	1.3222	2	0.4
10	6	0	71.33	1.3222	2	0.0
10	-6	0	71.33	1.3222	2	0.0
9	-3	2	71.33	1.3222	2	0.1
9	3	2	71.33	1.3222	2	0.1
0	14	0	71.38	1.3214	2	0.0
2	12	-2	71.53	1.3190	2	0.6
3	13	1	71.58	1.3182	2	0.1
0	2	4	71.67	1.3168	2	0.0
0	2	-4	71.67	1.3168	2	0.0
1	-1	4	71.79	1.3148	2	0.0
1	1	4	71.79	1.3148	2	0.0
10	0	-2	71.82	1.3144	2	0.5
7	1	3	71.92	1.3128	2	0.3
7	-1	3	71.92	1.3128	2	0.3
8	0	-3	72.01	1.3114	2	0.7
7	11	0	72.07	1.3105	2	0.5
3	-9	-3	72.14	1.3093	2	0.0
3	9	-3	72.14	1.3093	2	0.0
2	2	-4	72.17	1.3089	2	0.1
2	-2	-4	72.17	1.3089	2	0.1
6	10	-2	72.18	1.3086	2	0.0
7	-9	-2	72.34	1.3061	2	0.3
7	9	-2	72.34	1.3061	2	0.3
2	12	2	72.37	1.3057	2	0.6
11	1	-1	72.40	1.3052	2	1.6
11	-1	-1	72.40	1.3052	2	1.6
6	12	0	72.53	1.3032	2	0.1
7	5	-3	72.54	1.3031	2	0.0
7	-5	-3	72.54	1.3031	2	0.0
1	3	-4	72.63	1.3017	2	0.1
1	-3	-4	72.63	1.3017	2	0.1
10	2	-2	72.65	1.3014	2	0.0
10	-2	-2	72.65	1.3014	2	0.0
8	10	0	72.69	1.3008	2	0.1
11	3	0	72.70	1.3006	2	0.2
