H	K	L	2THETA	D-VALUE	MULT	INTENSITY
0	4	2	86.23	1.1279	2	0.3
3	-2	-5	87.62	1.1136	2	0.6
2	-3	5	87.62	1.1136	2	0.6
1	-3	5	87.62	1.1136	2	0.6
3	-1	-5	87.62	1.1136	2	0.6
2	1	-5	87.62	1.1136	2	0.2
1	2	-5	87.62	1.1136	2	0.2
3	-1	5	87.62	1.1136	2	0.2
1	-3	-5	87.62	1.1136	2	0.2
2	-3	-5	87.62	1.1136	2	0.2
3	-2	5	87.62	1.1136	2	0.2
1	2	5	87.62	1.1136	2	0.6
2	1	5	87.62	1.1136	2	0.6
5	-3	0	89.84	1.0917	2	0.2
3	-5	0	89.84	1.0917	2	0.2
2	-5	0	89.84	1.0917	2	0.2
5	-2	0	89.84	1.0917	2	0.2
2	3	0	89.84	1.0917	2	0.2
3	2	0	89.84	1.0917	2	0.2
2	-4	4	90.47	1.0858	2	21.2
4	-2	-4	90.47	1.0858	2	21.2
2	2	-4	90.47	1.0858	2	6.4
2	2	4	90.47	1.0858	2	21.2
4	-2	4	90.47	1.0858	2	6.4
2	-4	-4	90.47	1.0858	2	6.4
1	-2	6	90.50	1.0855	2	8.6
2	-1	-6	90.50	1.0855	2	8.6
1	1	-6	90.50	1.0855	2	7.6
1	1	6	90.50	1.0855	2	8.6
2	-1	6	90.50	1.0855	2	7.6
1	-2	-6	90.50	1.0855	2	7.6
5	-3	-1	91.19	1.0790	2	0.4
3	-5	1	91.19	1.0790	2	0.4
3	-5	-1	91.19	1.0790	2	0.3
5	-3	1	91.19	1.0790	2	0.3
5	-2	-1	91.19	1.0790	2	0.4
2	-5	-1	91.19	1.0790	2	0.3
5	-2	1	91.19	1.0790	2	0.3
2	-5	1	91.19	1.0790	2	0.4
2	3	1	91.19	1.0790	2	0.4
3	2	1	91.19	1.0790	2	0.4
2	3	-1	91.19	1.0790	2	0.3
3	2	-1	91.19	1.0790	2	0.3
0	4	-3	93.01	1.0627	2	0.4
4	-4	-3	93.01	1.0627	2	0.4
4	0	-3	93.01	1.0627	2	0.4
4	-4	3	93.01	1.0627	2	0.4
0	4	3	93.01	1.0627	2	0.4
4	0	3	93.01	1.0627	2	0.4
3	-4	4	93.47	1.0586	2	0.0
4	-1	-4	93.47	1.0586	2	0.0
1	-4	4	93.47	1.0586	2	0.0
4	-3	-4	93.47	1.0586	2	0.0
3	1	-4	93.47	1.0586	2	0.8
1	3	-4	93.47	1.0586	2	0.8
3	1	4	93.47	1.0586	2	0.0
1	3	4	93.47	1.0586	2	0.0
3	-4	-4	93.47	1.0586	2	0.8
4	-3	4	93.47	1.0586	2	0.8
1	-4	-4	93.47	1.0586	2	0.8
4	-1	4	93.47	1.0586	2	0.8
2	0	-6	93.51	1.0583	2	1.1
0	2	-6	93.51	1.0583	2	1.1
2	0	6	93.51	1.0583	2	1.1
0	2	6	93.51	1.0583	2	1.1
2	-2	6	93.51	1.0583	2	1.1
2	-2	-6	93.51	1.0583	2	1.1
0	3	-5	93.64	1.0572	2	12.6
3	-3	5	93.64	1.0572	2	12.6
3	0	-5	93.64	1.0572	2	12.6
3	-3	-5	93.64	1.0572	2	12.6
3	0	5	93.64	1.0572	2	12.6
0	3	5	93.64	1.0572	2	12.6
3	-5	2	95.27	1.0434	2	0.5
5	-3	-2	95.27	1.0434	2	0.5
5	-3	2	95.27	1.0434	2	0.1
3	-5	-2	95.27	1.0434	2	0.1
5	-2	2	95.27	1.0434	2	0.1
5	-2	-2	95.27	1.0434	2	0.5
2	-5	-2	95.27	1.0434	2	0.1
2	-5	2	95.27	1.0434	2	0.5
3	2	2	95.27	1.0434	2	0.5
2	3	2	95.27	1.0434	2	0.5
2	3	-2	95.27	1.0434	2	0.1
3	2	-2	95.27	1.0434	2	0.1
5	-4	0	95.86	1.0385	2	4.0
4	-5	0	95.86	1.0385	2	4.0
1	-5	0	95.86	1.0385	2	4.0
5	-1	0	95.86	1.0385	2	4.0
4	1	0	95.86	1.0385	2	4.0
1	4	0	95.86	1.0385	2	4.0
5	-4	-1	97.23	1.0275	2	13.6
5	-4	1	97.23	1.0275	2	2.4
4	-5	1	97.23	1.0275	2	13.6
4	-5	-1	97.23	1.0275	2	2.4
1	-5	-1	97.23	1.0275	2	2.4
1	-5	1	97.23	1.0275	2	13.6
5	-1	1	97.23	1.0275	2	2.4
5	-1	-1	97.23	1.0275	2	13.6
4	1	-1	97.23	1.0275	2	2.4
1	4	1	97.23	1.0275	2	13.6
4	1	1	97.23	1.0275	2	13.6
1	4	-1	97.23	1.0275	2	2.4
0	0	7	99.13	1.0129	2	12.2
