H	K	L	2THETA	D-VALUE	MULT	INTENSITY
2	2	-2	40.42	2.2314	2	5.1
2	0	-4	40.73	2.2150	2	9.9
1	1	-6	41.01	2.2006	2	7.3
1	-1	-6	41.01	2.2006	2	7.3
0	4	-2	41.14	2.1940	2	4.7
0	4	2	41.14	2.1940	2	4.7
1	3	-4	41.42	2.1798	2	138.2
1	-3	-4	41.42	2.1798	2	138.2
2	-2	2	41.64	2.1691	2	5.0
2	2	2	41.64	2.1691	2	5.0
0	2	-6	41.94	2.1539	2	13.2
0	2	6	41.94	2.1539	2	13.2
2	-2	-3	42.52	2.1258	2	0.0
2	2	-3	42.52	2.1258	2	0.0
1	-3	4	42.61	2.1216	2	25.1
1	3	4	42.61	2.1216	2	25.1
1	-1	6	42.80	2.1126	2	5.3
1	1	6	42.80	2.1126	2	5.3
2	0	4	43.12	2.0978	2	103.7
0	0	7	43.30	2.0894	2	0.0
0	4	-3	43.51	2.0801	2	0.0
0	4	3	43.51	2.0801	2	0.0
2	-2	3	44.26	2.0462	2	0.0
2	2	3	44.26	2.0462	2	0.0
2	0	-5	44.67	2.0287	2	0.6
1	-3	-5	45.45	1.9958	2	0.1
1	3	-5	45.45	1.9958	2	0.1
2	2	-4	45.45	1.9957	2	5.7
2	-2	-4	45.45	1.9957	2	5.7
0	4	-4	46.65	1.9469	2	6.6
0	4	4	46.65	1.9469	2	6.6
1	3	5	46.83	1.9400	2	0.1
1	-3	5	46.83	1.9400	2	0.1
1	1	-7	46.84	1.9396	2	0.0
1	-1	-7	46.84	1.9396	2	0.0
2	0	5	47.43	1.9166	2	0.9
2	2	4	47.64	1.9087	2	7.2
2	-2	4	47.64	1.9087	2	7.2
0	2	7	47.81	1.9024	2	0.0
0	2	-7	47.81	1.9024	2	0.0
1	1	7	48.72	1.8689	2	0.0
1	-1	7	48.72	1.8689	2	0.0
2	-2	-5	49.08	1.8562	2	0.1
2	2	-5	49.08	1.8562	2	0.1
2	0	-6	49.19	1.8523	2	6.8
0	0	8	49.88	1.8283	2	26.1
1	-3	-6	50.04	1.8226	2	104.8
1	3	-6	50.04	1.8226	2	104.8
0	4	-5	50.47	1.8081	2	0.0
0	4	5	50.47	1.8081	2	0.0
1	-3	6	51.59	1.7717	2	3.3
1	3	6	51.59	1.7717	2	3.3
2	2	5	51.66	1.7692	2	0.2
2	-2	5	51.66	1.7692	2	0.2
2	0	6	52.28	1.7499	2	90.7
3	1	0	52.44	1.7448	2	6.1
3	-1	0	52.44	1.7448	2	6.1
3	-1	-1	52.46	1.7441	2	0.1
3	1	-1	52.46	1.7441	2	0.1
2	-4	0	52.55	1.7414	2	6.0
2	4	0	52.55	1.7414	2	6.0
1	-5	0	52.62	1.7393	2	6.1
1	5	0	52.62	1.7393	2	6.1
2	-4	-1	52.70	1.7368	2	0.0
2	4	-1	52.70	1.7368	2	0.0
1	-5	-1	52.89	1.7309	2	0.0
1	5	-1	52.89	1.7309	2	0.0
1	1	-8	52.95	1.7291	2	1.5
1	-1	-8	52.95	1.7291	2	1.5
1	-5	1	53.14	1.7234	2	0.0
1	5	1	53.14	1.7234	2	0.0
2	-4	1	53.20	1.7217	2	0.1
2	4	1	53.20	1.7217	2	0.1
3	-1	1	53.21	1.7213	2	0.2
3	1	1	53.21	1.7213	2	0.2
3	-1	-2	53.29	1.7191	2	4.7
3	1	-2	53.29	1.7191	2	4.7
2	-2	-6	53.32	1.7182	2	6.2
2	2	-6	53.32	1.7182	2	6.2
2	-4	-2	53.65	1.7084	2	5.1
2	4	-2	53.65	1.7084	2	5.1
1	5	-2	53.96	1.6993	2	5.2
1	-5	-2	53.96	1.6993	2	5.2
0	2	-8	53.97	1.6990	2	4.8
0	2	8	53.97	1.6990	2	4.8
2	0	-7	54.21	1.6920	2	0.1
1	5	2	54.45	1.6851	2	5.2
1	-5	2	54.45	1.6851	2	5.2
2	-4	2	54.63	1.6800	2	5.3
2	4	2	54.63	1.6800	2	5.3
3	1	2	54.76	1.6761	2	5.1
3	-1	2	54.76	1.6761	2	5.1
0	4	-6	54.88	1.6729	2	6.0
0	4	6	54.88	1.6729	2	6.0
3	-1	-3	54.88	1.6728	2	0.2
3	1	-3	54.88	1.6728	2	0.2
1	-1	8	54.93	1.6716	2	1.2
1	1	8	54.93	1.6716	2	1.2
1	-3	-7	55.13	1.6659	2	0.3
1	3	-7	55.13	1.6659	2	0.3
2	-4	-3	55.36	1.6596	2	0.1
2	4	-3	55.36	1.6596	2	0.1
1	5	-3	55.78	1.6479	2	0.0
1	-5	-3	55.78	1.6479	2	0.0
2	-2	6	56.24	1.6355	2	5.7
2	2	6	56.24	1.6355	2	5.7
1	-5	3	56.50	1.6286	2	0.0
1	5	3	56.50	1.6286	2	0.0
0	0	9	56.64	1.6251	2	0.0
2	-4	3	56.80	1.6209	2	0.1
2	4	3	56.80	1.6209	2	0.1
1	-3	7	56.81	1.6205	2	0.1
1	3	7	56.81	1.6205	2	0.1
3	1	3	57.05	1.6144	2	0.2
3	-1	3	57.05	1.6144	2	0.2
3	-1	-4	57.21	1.6102	2	3.3
3	1	-4	57.21	1.6102	2	3.3
2	0	7	57.58	1.6007	2	0.8
2	-4	-4	57.79	1.5954	2	4.1
2	4	-4	57.79	1.5954	2	4.1
2	2	-7	58.09	1.5880	2	0.1
2	-2	-7	58.09	1.5880	2	0.1
1	5	-4	58.32	1.5821	2	3.0
1	-5	-4	58.32	1.5821	2	3.0
1	-5	4	59.25	1.5595	2	2.8
1	5	4	59.25	1.5595	2	2.8
1	1	-9	59.35	1.5571	2	0.0
1	-1	-9	59.35	1.5571	2	0.0
2	-4	4	59.65	1.5499	2	3.7
2	4	4	59.65	1.5499	2	3.7
2	0	-8	59.67	1.5495	2	41.9
0	4	-7	59.80	1.5466	2	0.0
0	4	7	59.80	1.5466	2	0.0
3	1	4	60.01	1.5415	2	2.3
3	-1	4	60.01	1.5415	2	2.3
3	-3	0	60.18	1.5376	2	74.3
3	3	0	60.18	1.5376	2	74.3
3	-3	-1	60.20	1.5371	2	1.9
3	3	-1	60.20	1.5371	2	1.9
3	1	-5	60.21	1.5369	2	0.1
3	-1	-5	60.21	1.5369	2	0.1
0	6	0	60.37	1.5333	2	82.9
0	2	-9	60.41	1.5323	2	0.0
0	2	9	60.41	1.5323	2	0.0
1	3	-8	60.65	1.5268	2	40.2
1	-3	-8	60.65	1.5268	2	40.2
0	6	1	60.73	1.5250	2	0.0
0	6	-1	60.73	1.5250	2	0.0
2	-4	-5	60.89	1.5214	2	0.1
2	4	-5	60.89	1.5214	2	0.1
3	-3	1	60.89	1.5214	2	0.8
3	3	1	60.89	1.5214	2	0.8
3	-3	-2	60.96	1.5199	2	41.0
3	3	-2	60.96	1.5199	2	41.0
2	2	7	61.32	1.5118	2	0.1
2	-2	7	61.32	1.5118	2	0.1
1	1	9	61.42	1.5096	2	0.0
1	-1	9	61.42	1.5096	2	0.0
1	5	-5	61.52	1.5074	2	0.0
1	-5	-5	61.52	1.5074	2	0.0
0	6	-2	61.82	1.5007	2	19.4
0	6	2	61.82	1.5007	2	19.4
3	-3	2	62.32	1.4900	2	6.5
3	3	2	62.32	1.4900	2	6.5
3	-3	-3	62.43	1.4876	2	0.2
3	3	-3	62.43	1.4876	2	0.2
1	-3	8	62.46	1.4868	2	69.6
1	3	8	62.46	1.4868	2	69.6
1	-5	5	62.64	1.4829	2	0.0
1	5	5	62.64	1.4829	2	0.0
2	-4	5	63.14	1.4724	2	0.1
2	4	5	63.14	1.4724	2	0.1
2	0	8	63.30	1.4691	2	13.5
2	2	-8	63.33	1.4684	2	4.9
2	-2	-8	63.33	1.4684	2	4.9
3	1	5	63.60	1.4629	2	0.1
3	-1	5	63.60	1.4629	2	0.1
0	6	3	63.61	1.4627	2	0.0
0	6	-3	63.61	1.4627	2	0.0
0	0	10	63.62	1.4626	2	16.2
3	-1	-6	63.84	1.4580	2	1.8
3	1	-6	63.84	1.4580	2	1.8
3	-3	3	64.43	1.4461	2	0.4
3	3	3	64.43	1.4461	2	0.4
3	-3	-4	64.58	1.4431	2	6.6
3	3	-4	64.58	1.4431	2	6.6
2	-4	-6	64.60	1.4426	2	2.9
2	4	-6	64.60	1.4426	2	2.9
0	4	-8	65.18	1.4312	2	4.4
0	4	8	65.18	1.4312	2	4.4
1	5	-6	65.32	1.4285	2	1.6
1	-5	-6	65.32	1.4285	2	1.6
2	0	-9	65.54	1.4242	2	0.7
0	6	-4	66.07	1.4140	2	8.8
0	6	4	66.07	1.4140	2	8.8
1	-3	-9	66.58	1.4044	2	0.0
1	3	-9	66.58	1.4044	2	0.0
1	-5	6	66.63	1.4036	2	1.2
1	5	6	66.63	1.4036	2	1.2
2	-2	8	66.85	1.3995	2	4.0
2	2	8	66.85	1.3995	2	4.0
0	2	10	67.16	1.3939	2	1.7
3	3	4	67.20	1.3930	2	10.6
3	-3	4	67.20	1.3930	2	10.6
2	-4	6	67.22	1.3926	2	2.0
2	4	6	67.22	1.3926	2	2.0
3	-3	-5	67.39	1.3896	2	0.6
3	3	-5	67.39	1.3896	2	0.6
3	-1	6	67.77	1.3827	2	0.9
3	1	6	67.77	1.3827	2	0.9
3	1	-7	68.05	1.3778	2	0.0
3	-1	-7	68.05	1.3778	2	0.0
1	-1	10	68.21	1.3748	2	0.4
1	1	10	68.21	1.3748	2	0.4
1	3	9	68.52	1.3693	2	0.2
1	-3	9	68.52	1.3693	2	0.2
2	4	-7	68.89	1.3629	2	0.0
2	-4	-7	68.89	1.3629	2	0.0
2	2	-9	69.03	1.3605	2	0.0
2	-2	-9	69.03	1.3605	2	0.0
0	6	-5	69.17	1.3581	2	0.0
0	6	5	69.17	1.3581	2	0.0
2	0	9	69.43	1.3537	2	0.0
1	-5	-7	69.69	1.3492	2	0.0
1	5	-7	69.69	1.3492	2	0.0
4	0	-1	70.59	1.3342	2	0.5
3	-3	5	70.59	1.3342	2	0.4
3	3	5	70.59	1.3342	2	0.4
4	0	0	70.68	1.3328	2	7.0
3	-3	-6	70.82	1.3305	2	7.4
3	3	-6	70.82	1.3305	2	7.4
0	0	11	70.87	1.3296	2	0.0
2	-6	0	70.90	1.3291	2	13.1
2	6	0	70.90	1.3291	2	13.1
0	4	-9	71.02	1.3272	2	0.0
0	4	9	71.02	1.3272	2	0.0
2	6	-1	71.03	1.3271	2	0.0
2	-6	-1	71.03	1.3271	2	0.0
1	5	7	71.17	1.3247	2	0.0
1	-5	7	71.17	1.3247	2	0.0
4	0	-2	71.18	1.3246	2	28.4
4	0	1	71.43	1.3205	2	0.6
2	6	1	71.45	1.3203	2	0.4
2	-6	1	71.45	1.3203	2	0.4
2	-6	-2	71.82	1.3143	2	9.0
2	6	-2	71.82	1.3143	2	9.0
2	4	7	71.85	1.3139	2	0.0
2	-4	7	71.85	1.3139	2	0.0
4	0	-3	72.44	1.3047	2	1.9
3	-1	7	72.49	1.3038	2	0.0
3	1	7	72.49	1.3038	2	0.0
2	6	2	72.66	1.3012	2	36.2
2	-6	2	72.66	1.3012	2	36.2
3	1	-8	72.80	1.2991	2	0.6
3	-1	-8	72.80	1.2991	2	0.6
2	2	9	72.83	1.2986	2	0.0
2	-2	9	72.83	1.2986	2	0.0
4	0	2	72.86	1.2982	2	11.0
0	6	-6	72.88	1.2979	2	2.6
0	6	6	72.88	1.2979	2	2.6
2	-6	-3	73.28	1.2917	2	0.2
2	6	-3	73.28	1.2917	2	0.2
2	4	-8	73.72	1.2851	2	1.5
2	-4	-8	73.72	1.2851	2	1.5
4	-2	-1	73.97	1.2814	2	0.1
4	2	-1	73.97	1.2814	2	0.1
4	2	0	74.05	1.2802	2	1.7
4	-2	0	74.05	1.2802	2	1.7
3	5	0	74.18	1.2783	2	1.8
3	-5	0	74.18	1.2783	2	1.8
3	-5	-1	74.20	1.2780	2	0.0
3	5	-1	74.20	1.2780	2	0.0
0	2	11	74.24	1.2774	2	0.0
1	7	0	74.33	1.2761	2	1.6
1	-7	0	74.33	1.2761	2	1.6
4	0	-4	74.34	1.2759	2	9.7
2	-6	3	74.53	1.2732	2	0.1
2	6	3	74.53	1.2732	2	0.1
4	-2	-2	74.55	1.2729	2	1.4
4	2	-2	74.55	1.2729	2	1.4
1	-7	-1	74.56	1.2728	2	0.0
1	7	-1	74.56	1.2728	2	0.0
3	-3	6	74.58	1.2725	2	1.5
3	3	6	74.58	1.2725	2	1.5
1	5	-8	74.61	1.2720	2	0.5
1	-5	-8	74.61	1.2720	2	0.5
1	-7	1	74.76	1.2698	2	0.0
1	7	1	74.76	1.2698	2	0.0
4	-2	1	74.80	1.2693	2	0.1
4	2	1	74.80	1.2693	2	0.1
3	-5	1	74.82	1.2689	2	0.0
3	5	1	74.82	1.2689	2	0.0
3	3	-7	74.84	1.2687	2	0.1
3	-3	-7	74.84	1.2687	2	0.1
3	-5	-2	74.88	1.2680	2	1.4
3	5	-2	74.88	1.2680	2	1.4
4	0	3	74.93	1.2674	2	0.7
1	-3	10	75.00	1.2663	2	21.0
1	3	10	75.00	1.2663	2	21.0
1	1	11	75.36	1.2612	2	0.0
1	-1	11	75.36	1.2612	2	0.0
2	6	-4	75.39	1.2607	2	8.1
2	-6	-4	75.39	1.2607	2	8.1
1	7	-2	75.44	1.2600	2	1.3
1	-7	-2	75.44	1.2600	2	1.3
4	-2	-3	75.78	1.2552	2	0.1
4	2	-3	75.78	1.2552	2	0.1
1	-7	2	75.85	1.2542	2	1.4
1	7	2	75.85	1.2542	2	1.4
2	0	10	75.97	1.2525	2	5.1
3	-5	2	76.12	1.2505	2	1.5
3	5	2	76.12	1.2505	2	1.5
4	2	2	76.20	1.2494	2	1.6
4	-2	2	76.20	1.2494	2	1.6
3	-5	-3	76.22	1.2491	2	0.1
3	5	-3	76.22	1.2491	2	0.1
1	5	8	76.25	1.2486	2	0.5
1	-5	8	76.25	1.2486	2	0.5
4	0	-5	76.89	1.2398	2	0.1
1	7	-3	76.98	1.2386	2	0.0
1	-7	-3	76.98	1.2386	2	0.0
2	4	8	77.02	1.2381	2	1.2
2	-4	8	77.02	1.2381	2	1.2
2	6	4	77.03	1.2379	2	4.5
2	-6	4	77.03	1.2379	2	4.5
0	6	-7	77.16	1.2362	2	0.0
0	6	7	77.16	1.2362	2	0.0
0	4	10	77.31	1.2342	2	2.8
1	7	3	77.59	1.2304	2	0.0
1	-7	3	77.59	1.2304	2	0.0
4	0	4	77.63	1.2299	2	3.8
4	-2	-4	77.66	1.2295	2	1.3
4	2	-4	77.66	1.2295	2	1.3
3	1	8	77.74	1.2284	2	0.4
3	-1	8	77.74	1.2284	2	0.4
3	5	3	78.06	1.2242	2	0.1
3	-5	3	78.06	1.2242	2	0.1
3	1	-9	78.08	1.2239	2	0.0
3	-1	-9	78.08	1.2239	2	0.0
2	6	-5	78.13	1.2233	2	0.1
2	-6	-5	78.13	1.2233	2	0.1
3	-5	-4	78.20	1.2224	2	1.1
3	5	-4	78.20	1.2224	2	1.1
4	2	3	78.24	1.2219	2	0.1
4	-2	3	78.24	1.2219	2	0.1
0	0	12	78.47	1.2188	2	7.9
2	4	-9	79.09	1.2108	2	0.0
2	-4	-9	79.09	1.2108	2	0.0
3	3	7	79.14	1.2102	2	0.0
3	-3	7	79.14	1.2102	2	0.0
1	-7	-4	79.16	1.2100	2	1.1
1	7	-4	79.16	1.2100	2	1.1
2	-2	10	79.27	1.2085	2	2.8
2	2	10	79.27	1.2085	2	2.8
3	-3	-8	79.43	1.2065	2	2.5
3	3	-8	79.43	1.2065	2	2.5
1	-7	4	79.97	1.1997	2	0.9
1	7	4	79.97	1.1997	2	0.9
1	5	-9	80.05	1.1986	2	0.0
1	-5	-9	80.05	1.1986	2	0.0
4	0	-6	80.06	1.1986	2	20.6
2	-6	5	80.16	1.1973	2	0.2
2	6	5	80.16	1.1973	2	0.2
4	-2	-5	80.18	1.1971	2	0.1
4	2	-5	80.18	1.1971	2	0.1
3	-5	4	80.63	1.1915	2	0.9
3	5	4	80.63	1.1915	2	0.9
3	5	-5	80.81	1.1894	2	0.0
3	-5	-5	80.81	1.1894	2	0.0
4	-2	4	80.91	1.1881	2	1.1
4	2	4	80.91	1.1881	2	1.1
4	0	5	80.95	1.1876	2	0.0
2	6	-6	81.49	1.1811	2	0.1
2	-6	-6	81.49	1.1811	2	0.1
0	2	12	81.73	1.1782	2	0.6
1	-5	9	81.87	1.1766	2	0.0
1	5	9	81.87	1.1766	2	0.0
1	-3	11	81.93	1.1759	2	0.0
1	3	11	81.93	1.1759	2	0.0
1	-7	-5	81.96	1.1755	2	0.0
1	7	-5	81.96	1.1755	2	0.0
0	6	-8	82.02	1.1748	2	1.6
0	6	8	82.02	1.1748	2	1.6
2	4	9	82.72	1.1666	2	0.0
2	-4	9	82.72	1.1666	2	0.0
1	1	12	82.92	1.1643	2	0.3
1	-1	12	82.92	1.1643	2	0.3
1	-7	5	82.96	1.1638	2	0.0
1	7	5	82.96	1.1638	2	0.0
2	0	11	82.98	1.1636	2	0.1
4	2	-6	83.31	1.1598	2	1.2
4	-2	-6	83.31	1.1598	2	1.2
3	-1	9	83.53	1.1573	2	0.0
3	1	9	83.53	1.1573	2	0.0
4	-4	-1	83.82	1.1541	2	0.0
4	4	-1	83.82	1.1541	2	0.0
3	5	5	83.82	1.1541	2	0.0
3	-5	5	83.82	1.1541	2	0.0
4	0	-7	83.84	1.1539	2	1.2
2	-6	6	83.90	1.1532	2	23.6
2	6	6	83.90	1.1532	2	23.6
4	-4	0	83.90	1.1532	2	0.0
4	4	0	83.90	1.1532	2	0.0
3	-5	-6	84.04	1.1517	2	0.7
3	5	-6	84.04	1.1517	2	0.7
0	4	11	84.09	1.1511	2	0.0
0	8	0	84.19	1.1500	2	0.0
4	2	5	84.20	1.1499	2	0.1
4	-2	5	84.20	1.1499	2	0.1
3	3	8	84.26	1.1491	2	3.5
3	-3	8	84.26	1.1491	2	3.5
4	-4	-2	84.38	1.1479	2	0.1
4	4	-2	84.38	1.1479	2	0.1
0	8	-1	84.51	1.1465	2	0.0
0	8	1	84.51	1.1465	2	0.0
3	3	-9	84.60	1.1455	2	0.0
3	-3	-9	84.60	1.1455	2	0.0
4	-4	1	84.62	1.1452	2	0.0
4	4	1	84.62	1.1452	2	0.0
4	0	6	84.88	1.1423	2	6.6
1	7	-6	85.38	1.1369	2	0.5
1	-7	-6	85.38	1.1369	2	0.5
2	-6	-7	85.45	1.1362	2	0.1
2	6	-7	85.45	1.1362	2	0.1
0	8	-2	85.47	1.1360	2	0.2
0	8	2	85.47	1.1360	2	0.2
4	-4	-3	85.58	1.1348	2	0.0
4	4	-3	85.58	1.1348	2	0.0
4	-4	2	85.98	1.1306	2	0.3
4	4	2	85.98	1.1306	2	0.3
2	-2	11	86.21	1.1281	2	0.0
2	2	11	86.21	1.1281	2	0.0
0	0	13	86.50	1.1251	2	0.0
1	7	6	86.58	1.1243	2	0.5
1	-7	6	86.58	1.1243	2	0.5
0	8	3	87.06	1.1193	2	0.0
0	8	-3	87.06	1.1193	2	0.0
4	2	-7	87.07	1.1192	2	0.1
4	-2	-7	87.07	1.1192	2	0.1
4	-4	-4	87.41	1.1157	2	0.3
4	4	-4	87.41	1.1157	2	0.3
0	6	-9	87.45	1.1153	2	0.0
0	6	9	87.45	1.1153	2	0.0
3	-5	6	87.64	1.1134	2	0.4
3	5	6	87.64	1.1134	2	0.4
3	5	-7	87.89	1.1109	2	0.0
3	-5	-7	87.89	1.1109	2	0.0
4	-4	3	87.97	1.1100	2	0.0
4	4	3	87.97	1.1100	2	0.0
1	-5	10	88.04	1.1093	2	0.2
1	5	10	88.04	1.1093	2	0.2
4	2	6	88.11	1.1087	2	0.7
4	-2	6	88.11	1.1087	2	0.7
4	0	-8	88.22	1.1075	2	12.2
2	6	7	88.25	1.1073	2	0.1
2	-6	7	88.25	1.1073	2	0.1
2	4	10	88.99	1.1000	2	0.6
2	-4	10	88.99	1.1000	2	0.6
0	8	-4	89.29	1.0970	2	0.5
0	8	4	89.29	1.0970	2	0.5
1	-3	12	89.38	1.0962	2	4.6
1	3	12	89.38	1.0962	2	4.6
1	7	-7	89.43	1.0957	2	0.0
1	-7	-7	89.43	1.0957	2	0.0
4	0	7	89.43	1.0957	2	0.7
0	2	13	89.72	1.0929	2	0.0
4	-4	-5	89.88	1.0914	2	0.0
4	4	-5	89.88	1.0914	2	0.0
3	1	10	89.90	1.0912	2	0.2
3	-1	10	89.90	1.0912	2	0.2
3	3	9	89.98	1.0904	2	0.2
3	-3	9	89.98	1.0904	2	0.2
2	6	-8	90.03	1.0899	2	15.4
2	-6	-8	90.03	1.0899	2	15.4
2	0	12	90.52	1.0853	2	4.2
4	-4	4	90.60	1.0845	2	0.6
4	4	4	90.60	1.0845	2	0.6
1	-7	7	90.82	1.0825	2	0.0
1	7	7	90.82	1.0825	2	0.0
1	1	13	91.00	1.0808	2	0.0
1	-1	13	91.00	1.0808	2	0.0
0	4	12	91.42	1.0770	2	1.8
4	-2	-8	91.44	1.0767	2	0.8
4	2	-8	91.44	1.0767	2	0.8
3	5	7	92.07	1.0710	2	0.0
3	-5	7	92.07	1.0710	2	0.0
0	8	-5	92.16	1.0703	2	0.0
0	8	5	92.16	1.0703	2	0.0
3	5	-8	92.37	1.0684	2	0.3
3	-5	-8	92.37	1.0684	2	0.3
4	-2	7	92.65	1.0659	2	0.0
4	2	7	92.65	1.0659	2	0.0
4	-4	-6	92.98	1.0629	2	0.6
4	4	-6	92.98	1.0629	2	0.6
2	-6	8	93.22	1.0608	2	1.0
2	6	8	93.22	1.0608	2	1.0
5	-1	-1	93.23	1.0607	2	0.0
5	1	-1	93.23	1.0607	2	0.0
4	0	-9	93.24	1.0607	2	0.1
5	1	0	93.41	1.0592	2	0.8
5	-1	0	93.41	1.0592	2	0.8
0	6	10	93.51	1.0583	2	6.4
5	-1	-2	93.69	1.0568	2	0.6
5	1	-2	93.69	1.0568	2	0.6
3	-7	0	93.70	1.0567	2	0.8
3	7	0	93.70	1.0567	2	0.8
3	-7	-1	93.71	1.0565	2	0.0
3	7	-1	93.71	1.0565	2	0.0
2	2	12	93.74	1.0563	2	1.7
2	-2	12	93.74	1.0563	2	1.7
2	-8	0	93.78	1.0559	2	0.8
2	8	0	93.78	1.0559	2	0.8
4	-4	5	93.87	1.0552	2	0.1
4	4	5	93.87	1.0552	2	0.1
2	-8	-1	93.90	1.0549	2	0.0
2	8	-1	93.90	1.0549	2	0.0
1	7	-8	94.11	1.0532	2	0.3
1	-7	-8	94.11	1.0532	2	0.3
5	1	1	94.23	1.0521	2	0.1
5	-1	1	94.23	1.0521	2	0.1
2	-8	1	94.30	1.0515	2	0.0
2	8	1	94.30	1.0515	2	0.0
3	-7	1	94.31	1.0514	2	0.0
3	7	1	94.31	1.0514	2	0.0
3	-7	-2	94.37	1.0509	2	0.7
3	7	-2	94.37	1.0509	2	0.7
4	0	8	94.61	1.0489	2	15.4
2	-8	-2	94.66	1.0484	2	0.8
2	8	-2	94.66	1.0484	2	0.8
5	1	-3	94.78	1.0474	2	0.1
5	-1	-3	94.78	1.0474	2	0.1
1	-5	11	94.84	1.0470	2	0.0
1	5	11	94.84	1.0470	2	0.0
0	0	14	95.11	1.0447	2	6.9
2	6	-9	95.25	1.0435	2	0.2
2	-6	-9	95.25	1.0435	2	0.2
2	-8	2	95.46	1.0418	2	0.9
2	8	2	95.46	1.0418	2	0.9
3	-7	2	95.57	1.0409	2	0.8
3	7	2	95.57	1.0409	2	0.8
0	8	-6	95.67	1.0401	2	0.8
0	8	6	95.67	1.0401	2	0.8
3	-7	-3	95.67	1.0400	2	0.0
3	7	-3	95.67	1.0400	2	0.0
5	-1	2	95.69	1.0399	2	0.7
5	1	2	95.69	1.0399	2	0.7
1	-7	8	95.71	1.0398	2	0.2
1	7	8	95.71	1.0398	2	0.2
2	-4	11	95.88	1.0383	2	0.0
2	4	11	95.88	1.0383	2	0.0
2	-8	-3	96.06	1.0369	2	0.0
2	8	-3	96.06	1.0369	2	0.0
3	3	10	96.35	1.0345	2	9.5
3	-3	10	96.35	1.0345	2	9.5
4	-2	-9	96.47	1.0335	2	0.0
4	2	-9	96.47	1.0335	2	0.0
5	-1	-4	96.52	1.0331	2	0.5
5	1	-4	96.52	1.0331	2	0.5
4	-4	-7	96.74	1.0314	2	0.1
4	4	-7	96.74	1.0314	2	0.1
3	1	11	96.90	1.0301	2	0.0
3	-1	11	96.90	1.0301	2	0.0
3	-5	8	97.17	1.0280	2	0.2
3	5	8	97.17	1.0280	2	0.2
2	-8	3	97.26	1.0272	2	0.0
2	8	3	97.26	1.0272	2	0.0
1	3	13	97.46	1.0257	2	0.0
1	-3	13	97.46	1.0257	2	0.0
