H	K	L	2THETA	D-VALUE	MULT	INTENSITY
3	-7	3	97.48	1.0255	2	0.0
3	7	3	97.48	1.0255	2	0.0
3	5	-9	97.50	1.0254	2	0.0
3	-5	-9	97.50	1.0254	2	0.0
3	-7	-4	97.61	1.0245	2	0.5
3	7	-4	97.61	1.0245	2	0.5
4	-4	6	97.79	1.0231	2	0.7
4	4	6	97.79	1.0231	2	0.7
5	1	3	97.79	1.0231	2	0.1
5	-1	3	97.79	1.0231	2	0.1
4	2	8	97.84	1.0227	2	0.6
4	-2	8	97.84	1.0227	2	0.6
2	-8	-4	98.11	1.0206	2	0.8
2	8	-4	98.11	1.0206	2	0.8
0	2	14	98.35	1.0188	2	0.2
2	0	13	98.71	1.0160	2	0.0
2	-6	9	98.87	1.0148	2	0.0
2	6	9	98.87	1.0148	2	0.0
5	1	-5	98.91	1.0145	2	0.1
5	-1	-5	98.91	1.0145	2	0.1
0	4	13	99.42	1.0107	2	0.0
1	7	-9	99.46	1.0104	2	0.0
1	-7	-9	99.46	1.0104	2	0.0
5	-3	-1	99.71	1.0085	2	0.0
5	3	-1	99.71	1.0085	2	0.0
2	-8	4	99.72	1.0084	2	0.7
2	8	4	99.72	1.0084	2	0.7
1	-1	14	99.74	1.0083	2	0.3
1	1	14	99.74	1.0083	2	0.3
0	8	-7	99.84	1.0075	2	0.0
0	8	7	99.84	1.0075	2	0.0
5	3	0	99.89	1.0071	2	4.3
5	-3	0	99.89	1.0071	2	4.3
4	-6	-1	99.97	1.0065	2	0.1
4	6	-1	99.98	1.0065	2	0.1
3	-7	4	100.03	1.0061	2	0.4
3	7	4	100.03	1.0061	2	0.4
